2,2017-08-14 11:58:50.932+02,,3,Food Condition,FCo
1,2017-08-14 11:58:50.916+02,,3,Ecology,Eco
4,2017-08-14 11:58:50.932+02,,3,Food Nourishment,FNo
3,2017-08-14 11:58:50.932+02,,3,Food Dependency,FDe
6,2017-08-14 11:58:50.947+02,,3,Habitat Type,HTy
5,2017-08-14 11:58:50.932+02,,3,Habitat Range,HRa
7,2017-09-04 13:41:11.782203+02,,2,Habitat trait,BugsCEP
