8622,2014-04-17 08:02:04.475+02,75,28971
8623,2014-04-17 08:02:04.475+02,123,28971
8624,2014-04-17 08:02:04.475+02,141,28971
8625,2014-04-17 08:02:04.475+02,69,28975
8626,2014-04-17 08:02:04.475+02,75,28975
8627,2014-04-17 08:02:04.475+02,123,28975
8628,2014-04-17 08:02:04.475+02,141,28975
8629,2014-04-17 08:02:04.475+02,69,28976
8630,2014-04-17 08:02:04.475+02,75,28976
8631,2014-04-17 08:02:04.475+02,129,28976
8632,2014-04-17 08:02:04.475+02,149,28976
8633,2014-04-17 08:02:04.475+02,140,28976
8634,2014-04-17 08:02:04.475+02,69,28977
8635,2014-04-17 08:02:04.475+02,75,28977
8636,2014-04-17 08:02:04.475+02,123,28977
8637,2014-04-17 08:02:04.475+02,141,28977
8638,2014-04-17 08:02:04.475+02,140,28977
8639,2014-04-17 08:02:04.475+02,75,28978
8640,2014-04-17 08:02:04.475+02,123,28978
8641,2014-04-17 08:02:04.475+02,141,28978
8642,2014-04-17 08:02:04.475+02,69,28979
8643,2014-04-17 08:02:04.475+02,75,28979
8644,2014-04-17 08:02:04.475+02,129,28979
8645,2014-04-17 08:02:04.475+02,149,28979
8646,2014-04-17 08:02:04.475+02,140,28979
8647,2014-04-17 08:02:04.475+02,123,28985
8648,2014-04-17 08:02:04.475+02,69,28982
8649,2014-04-17 08:02:04.475+02,75,28982
8650,2014-04-17 08:02:04.475+02,129,28982
8651,2014-04-17 08:02:04.475+02,140,28982
8652,2014-04-17 08:02:04.475+02,69,28983
8653,2014-04-17 08:02:04.475+02,75,28983
8654,2014-04-17 08:02:04.475+02,123,28983
8655,2014-04-17 08:02:04.475+02,140,28983
8656,2014-04-17 08:02:04.475+02,69,28984
8657,2014-04-17 08:02:04.475+02,75,28984
8658,2014-04-17 08:02:04.475+02,123,28984
8659,2014-04-17 08:02:04.475+02,141,28984
8660,2014-04-17 08:02:04.475+02,75,28986
8661,2014-04-17 08:02:04.475+02,123,28986
8662,2014-04-17 08:02:04.475+02,141,28986
8663,2014-04-17 08:02:04.475+02,75,28987
8664,2014-04-17 08:02:04.475+02,123,28987
8665,2014-04-17 08:02:04.475+02,141,28987
8666,2014-04-17 08:02:04.475+02,75,28990
8667,2014-04-17 08:02:04.475+02,123,28990
8668,2014-04-17 08:02:04.475+02,158,28990
8669,2014-04-17 08:02:04.475+02,123,28991
8670,2014-04-17 08:02:04.475+02,149,28991
8671,2014-04-17 08:02:04.475+02,100,28991
8672,2014-04-17 08:02:04.475+02,69,28992
8673,2014-04-17 08:02:04.475+02,129,28992
8674,2014-04-17 08:02:04.475+02,141,28992
8675,2014-04-17 08:02:04.475+02,69,28997
8676,2014-04-17 08:02:04.475+02,129,28997
8677,2014-04-17 08:02:04.475+02,141,28997
8678,2014-04-17 08:02:04.475+02,123,28998
8679,2014-04-17 08:02:04.475+02,141,28998
8680,2014-04-17 08:02:04.475+02,72,28999
8681,2014-04-17 08:02:04.475+02,129,28999
8682,2014-04-17 08:02:04.475+02,157,28999
8683,2014-04-17 08:02:04.475+02,123,29001
8684,2014-04-17 08:02:04.475+02,141,29001
8685,2014-04-17 08:02:04.475+02,148,29001
8686,2014-04-17 08:02:04.475+02,69,29002
8687,2014-04-17 08:02:04.475+02,129,29002
8688,2014-04-17 08:02:04.475+02,140,29002
8689,2014-04-17 08:02:04.475+02,68,29003
8690,2014-04-17 08:02:04.475+02,123,29003
8691,2014-04-17 08:02:04.475+02,156,29003
8692,2014-04-17 08:02:04.475+02,70,29005
8693,2014-04-17 08:02:04.475+02,123,29005
8694,2014-04-17 08:02:04.475+02,141,29005
8695,2014-04-17 08:02:04.475+02,69,29007
8696,2014-04-17 08:02:04.475+02,75,29007
8697,2014-04-17 08:02:04.475+02,123,29007
8698,2014-04-17 08:02:04.475+02,141,29007
8699,2014-04-17 08:02:04.475+02,69,29008
8700,2014-04-17 08:02:04.475+02,75,29008
8701,2014-04-17 08:02:04.475+02,123,29008
8702,2014-04-17 08:02:04.475+02,141,29008
8703,2014-04-17 08:02:04.475+02,69,29014
8704,2014-04-17 08:02:04.475+02,129,29014
8705,2014-04-17 08:02:04.475+02,141,29014
8706,2014-04-17 08:02:04.475+02,69,29015
8707,2014-04-17 08:02:04.475+02,123,29015
8708,2014-04-17 08:02:04.475+02,141,29015
8709,2014-04-17 08:02:04.475+02,60,29016
8710,2014-04-17 08:02:04.475+02,129,29016
8711,2014-04-17 08:02:04.475+02,141,29016
8712,2014-04-17 08:02:04.475+02,140,29016
8713,2014-04-17 08:02:04.475+02,123,29017
8714,2014-04-17 08:02:04.475+02,141,29017
8715,2014-04-17 08:02:04.475+02,140,29017
8716,2014-04-17 08:02:04.475+02,69,29019
8717,2014-04-17 08:02:04.475+02,123,29019
8718,2014-04-17 08:02:04.475+02,141,29019
8719,2014-04-17 08:02:04.475+02,67,29020
8720,2014-04-17 08:02:04.475+02,77,29020
8721,2014-04-17 08:02:04.475+02,123,29020
8722,2014-04-17 08:02:04.475+02,69,29026
8723,2014-04-17 08:02:04.475+02,129,29026
8724,2014-04-17 08:02:04.475+02,149,29026
8725,2014-04-17 08:02:04.475+02,69,29027
8726,2014-04-17 08:02:04.475+02,123,29027
8727,2014-04-17 08:02:04.475+02,149,29027
8728,2014-04-17 08:02:04.475+02,69,29030
8729,2014-04-17 08:02:04.475+02,123,29030
8730,2014-04-17 08:02:04.475+02,149,29030
8731,2014-04-17 08:02:04.475+02,129,29033
8732,2014-04-17 08:02:04.475+02,157,29033
8733,2014-04-17 08:02:04.475+02,44,29034
8734,2014-04-17 08:02:04.475+02,67,29034
8735,2014-04-17 08:02:04.475+02,123,29034
8736,2014-04-17 08:02:04.475+02,67,29035
8737,2014-04-17 08:02:04.475+02,123,29035
8738,2014-04-17 08:02:04.475+02,141,29035
8739,2014-04-17 08:02:04.475+02,69,29037
8740,2014-04-17 08:02:04.475+02,129,29037
8741,2014-04-17 08:02:04.475+02,141,29037
8742,2014-04-17 08:02:04.475+02,69,29038
8743,2014-04-17 08:02:04.475+02,129,29038
8744,2014-04-17 08:02:04.475+02,137,29038
8745,2014-04-17 08:02:04.475+02,69,29039
8746,2014-04-17 08:02:04.475+02,123,29039
8747,2014-04-17 08:02:04.475+02,141,29039
8748,2014-04-17 08:02:04.475+02,140,29039
8749,2014-04-17 08:02:04.475+02,60,29048
8750,2014-04-17 08:02:04.475+02,123,29048
8751,2014-04-17 08:02:04.475+02,141,29048
8752,2014-04-17 08:02:04.475+02,123,29049
8753,2014-04-17 08:02:04.475+02,141,29049
8754,2014-04-17 08:02:04.475+02,69,29050
8755,2014-04-17 08:02:04.475+02,123,29050
8756,2014-04-17 08:02:04.475+02,140,29050
8757,2014-04-17 08:02:04.475+02,141,29050
8758,2014-04-17 08:02:04.475+02,69,29051
8759,2014-04-17 08:02:04.475+02,123,29051
8760,2014-04-17 08:02:04.475+02,141,29051
8761,2014-04-17 08:02:04.475+02,69,29052
8762,2014-04-17 08:02:04.475+02,129,29052
8763,2014-04-17 08:02:04.475+02,137,29052
8764,2014-04-17 08:02:04.475+02,69,29053
8765,2014-04-17 08:02:04.475+02,123,29053
8766,2014-04-17 08:02:04.475+02,141,29053
8767,2014-04-17 08:02:04.475+02,69,29056
8768,2014-04-17 08:02:04.475+02,129,29056
8769,2014-04-17 08:02:04.475+02,141,29056
8770,2014-04-17 08:02:04.475+02,69,29058
8771,2014-04-17 08:02:04.475+02,129,29058
8772,2014-04-17 08:02:04.475+02,141,29058
8773,2014-04-17 08:02:04.475+02,69,29059
8774,2014-04-17 08:02:04.475+02,129,29059
8775,2014-04-17 08:02:04.475+02,129,29332
8776,2014-04-17 08:02:04.475+02,141,29332
8777,2014-04-17 08:02:04.475+02,123,29333
8778,2014-04-17 08:02:04.475+02,141,29333
8779,2014-04-17 08:02:04.475+02,123,29334
8780,2014-04-17 08:02:04.475+02,141,29334
8781,2014-04-17 08:02:04.475+02,69,29335
8782,2014-04-17 08:02:04.475+02,129,29335
8783,2014-04-17 08:02:04.475+02,141,29335
8784,2014-04-17 08:02:04.475+02,60,29336
8785,2014-04-17 08:02:04.475+02,123,29336
8786,2014-04-17 08:02:04.475+02,141,29336
8787,2014-04-17 08:02:04.475+02,123,29337
8788,2014-04-17 08:02:04.475+02,157,29337
8789,2014-04-17 08:02:04.475+02,60,29339
8790,2014-04-17 08:02:04.475+02,123,29339
8791,2014-04-17 08:02:04.475+02,141,29339
8792,2014-04-17 08:02:04.475+02,70,29343
8793,2014-04-17 08:02:04.475+02,123,29343
8794,2014-04-17 08:02:04.475+02,141,29343
8795,2014-04-17 08:02:04.475+02,69,29344
8796,2014-04-17 08:02:04.475+02,123,29344
8797,2014-04-17 08:02:04.475+02,141,29344
8798,2014-04-17 08:02:04.475+02,70,29345
8799,2014-04-17 08:02:04.475+02,123,29345
8800,2014-04-17 08:02:04.475+02,141,29345
8801,2014-04-17 08:02:04.475+02,67,29346
8802,2014-04-17 08:02:04.475+02,123,29346
8803,2014-04-17 08:02:04.475+02,158,29346
8804,2014-04-17 08:02:04.475+02,88,29346
8805,2014-04-17 08:02:04.475+02,120,29346
8806,2014-04-17 08:02:04.475+02,92,29346
8807,2014-04-17 08:02:04.475+02,44,29354
8808,2014-04-17 08:02:04.475+02,129,29354
8809,2014-04-17 08:02:04.475+02,88,29354
8810,2014-04-17 08:02:04.475+02,82,29354
8811,2014-04-17 08:02:04.475+02,112,29354
8812,2014-04-17 08:02:04.475+02,94,29354
8813,2014-04-17 08:02:04.475+02,100,29354
8814,2014-04-17 08:02:04.475+02,67,29355
8815,2014-04-17 08:02:04.475+02,123,29355
8816,2014-04-17 08:02:04.475+02,158,29355
8817,2014-04-17 08:02:04.475+02,88,29355
8818,2014-04-17 08:02:04.475+02,112,29355
8819,2014-04-17 08:02:04.475+02,129,29356
8820,2014-04-17 08:02:04.475+02,137,29356
8821,2014-04-17 08:02:04.475+02,140,29356
8822,2014-04-17 08:02:04.475+02,123,29357
8823,2014-04-17 08:02:04.475+02,158,29357
8824,2014-04-17 08:02:04.475+02,88,29357
8825,2014-04-17 08:02:04.475+02,112,29357
8826,2014-04-17 08:02:04.475+02,123,29358
8827,2014-04-17 08:02:04.475+02,158,29358
8828,2014-04-17 08:02:04.475+02,88,29358
8829,2014-04-17 08:02:04.475+02,112,29358
8830,2014-04-17 08:02:04.475+02,123,29359
8831,2014-04-17 08:02:04.475+02,158,29359
8832,2014-04-17 08:02:04.475+02,88,29359
8833,2014-04-17 08:02:04.475+02,112,29359
8834,2014-04-17 08:02:04.475+02,123,29360
8835,2014-04-17 08:02:04.475+02,123,29361
8836,2014-04-17 08:02:04.475+02,158,29361
8837,2014-04-17 08:02:04.475+02,65,29362
8838,2014-04-17 08:02:04.475+02,123,29362
8839,2014-04-17 08:02:04.475+02,123,29363
8840,2014-04-17 08:02:04.475+02,158,29363
8841,2014-04-17 08:02:04.475+02,88,29363
8842,2014-04-17 08:02:04.475+02,102,29363
8843,2014-04-17 08:02:04.475+02,108,29363
8844,2014-04-17 08:02:04.475+02,123,29364
8845,2014-04-17 08:02:04.475+02,158,29364
8846,2014-04-17 08:02:04.475+02,123,29365
8847,2014-04-17 08:02:04.475+02,138,29365
8848,2014-04-17 08:02:04.475+02,158,29365
8849,2014-04-17 08:02:04.475+02,86,29365
8850,2014-04-17 08:02:04.475+02,94,29365
8851,2014-04-17 08:02:04.475+02,123,29367
8852,2014-04-17 08:02:04.475+02,158,29367
8853,2014-04-17 08:02:04.475+02,123,29368
8854,2014-04-17 08:02:04.475+02,158,29368
8855,2014-04-17 08:02:04.475+02,129,29369
8856,2014-04-17 08:02:04.475+02,149,29369
8857,2014-04-17 08:02:04.475+02,123,29370
8858,2014-04-17 08:02:04.475+02,158,29370
8859,2014-04-17 08:02:04.475+02,123,29371
8860,2014-04-17 08:02:04.475+02,124,29371
8861,2014-04-17 08:02:04.475+02,154,29371
8862,2014-04-17 08:02:04.475+02,123,29372
8863,2014-04-17 08:02:04.475+02,158,29372
8864,2014-04-17 08:02:04.475+02,123,29373
8865,2014-04-17 08:02:04.475+02,158,29373
8866,2014-04-17 08:02:04.475+02,123,29374
8867,2014-04-17 08:02:04.475+02,129,29376
8868,2014-04-17 08:02:04.475+02,158,29376
8869,2014-04-17 08:02:04.475+02,123,29378
8870,2014-04-17 08:02:04.475+02,158,29378
8871,2014-04-17 08:02:04.475+02,123,29380
8872,2014-04-17 08:02:04.475+02,149,29380
8873,2014-04-17 08:02:04.475+02,86,29380
8874,2014-04-17 08:02:04.475+02,94,29380
8875,2014-04-17 08:02:04.475+02,115,29380
8876,2014-04-17 08:02:04.475+02,123,29381
8877,2014-04-17 08:02:04.475+02,149,29381
8878,2014-04-17 08:02:04.475+02,123,29382
8879,2014-04-17 08:02:04.475+02,158,29382
8880,2014-04-17 08:02:04.475+02,123,29384
8881,2014-04-17 08:02:04.475+02,149,29384
8882,2014-04-17 08:02:04.475+02,123,29385
8883,2014-04-17 08:02:04.475+02,149,29385
8884,2014-04-17 08:02:04.475+02,88,29385
8885,2014-04-17 08:02:04.475+02,112,29385
8886,2014-04-17 08:02:04.475+02,123,29386
8887,2014-04-17 08:02:04.475+02,158,29386
8888,2014-04-17 08:02:04.475+02,123,29387
8889,2014-04-17 08:02:04.475+02,88,29387
8890,2014-04-17 08:02:04.475+02,112,29387
8891,2014-04-17 08:02:04.475+02,123,29388
8892,2014-04-17 08:02:04.475+02,140,29388
8893,2014-04-17 08:02:04.475+02,88,29388
8894,2014-04-17 08:02:04.475+02,112,29388
8895,2014-04-17 08:02:04.475+02,123,29391
8896,2014-04-17 08:02:04.475+02,158,29391
8897,2014-04-17 08:02:04.475+02,123,29396
8898,2014-04-17 08:02:04.475+02,141,29396
8899,2014-04-17 08:02:04.475+02,123,29397
8900,2014-04-17 08:02:04.475+02,141,29397
8901,2014-04-17 08:02:04.475+02,123,29398
8902,2014-04-17 08:02:04.475+02,141,29398
8903,2014-04-17 08:02:04.475+02,123,29400
8904,2014-04-17 08:02:04.475+02,141,29400
8905,2014-04-17 08:02:04.475+02,129,29402
8906,2014-04-17 08:02:04.475+02,141,29402
8907,2014-04-17 08:02:04.475+02,69,29404
8908,2014-04-17 08:02:04.475+02,129,29404
8909,2014-04-17 08:02:04.475+02,141,29404
8910,2014-04-17 08:02:04.475+02,123,29407
8911,2014-04-17 08:02:04.475+02,154,29407
8912,2014-04-17 08:02:04.475+02,60,29408
8913,2014-04-17 08:02:04.475+02,129,29408
8914,2014-04-17 08:02:04.475+02,141,29408
8915,2014-04-17 08:02:04.475+02,60,29409
8916,2014-04-17 08:02:04.475+02,129,29409
8917,2014-04-17 08:02:04.475+02,141,29409
8918,2014-04-17 08:02:04.475+02,123,29413
8919,2014-04-17 08:02:04.475+02,158,29413
8920,2014-04-17 08:02:04.475+02,123,29414
8921,2014-04-17 08:02:04.475+02,158,29414
8922,2014-04-17 08:02:04.475+02,129,29417
8923,2014-04-17 08:02:04.475+02,141,29417
8924,2014-04-17 08:02:04.475+02,123,29418
8925,2014-04-17 08:02:04.475+02,70,29419
8926,2014-04-17 08:02:04.475+02,123,29419
8927,2014-04-17 08:02:04.475+02,141,29419
8928,2014-04-17 08:02:04.475+02,123,29420
8929,2014-04-17 08:02:04.475+02,141,29420
8930,2014-04-17 08:02:04.475+02,123,29421
8931,2014-04-17 08:02:04.475+02,141,29421
8932,2014-04-17 08:02:04.475+02,60,29422
8933,2014-04-17 08:02:04.475+02,129,29422
8934,2014-04-17 08:02:04.475+02,141,29422
8935,2014-04-17 08:02:04.475+02,60,29423
8936,2014-04-17 08:02:04.475+02,129,29423
8937,2014-04-17 08:02:04.475+02,141,29423
8938,2014-04-17 08:02:04.475+02,69,29424
8939,2014-04-17 08:02:04.475+02,129,29424
8940,2014-04-17 08:02:04.475+02,141,29424
8941,2014-04-17 08:02:04.475+02,129,29428
8942,2014-04-17 08:02:04.475+02,138,29428
8943,2014-04-17 08:02:04.475+02,158,29428
8944,2014-04-17 08:02:04.475+02,60,29431
8945,2014-04-17 08:02:04.475+02,129,29431
8946,2014-04-17 08:02:04.475+02,141,29431
8947,2014-04-17 08:02:04.475+02,129,29432
8948,2014-04-17 08:02:04.475+02,149,29432
8949,2014-04-17 08:02:04.475+02,51,29434
8950,2014-04-17 08:02:04.475+02,123,29434
8951,2014-04-17 08:02:04.475+02,158,29434
8952,2014-04-17 08:02:04.475+02,51,29435
8953,2014-04-17 08:02:04.475+02,129,29435
8954,2014-04-17 08:02:04.475+02,158,29435
8955,2014-04-17 08:02:04.475+02,34,29436
8956,2014-04-17 08:02:04.475+02,51,29436
8957,2014-04-17 08:02:04.475+02,123,29436
8958,2014-04-17 08:02:04.475+02,158,29436
8959,2014-04-17 08:02:04.475+02,34,29437
8960,2014-04-17 08:02:04.475+02,129,29437
8961,2014-04-17 08:02:04.475+02,158,29437
8962,2014-04-17 08:02:04.475+02,86,29437
8963,2014-04-17 08:02:04.475+02,100,29437
8964,2014-04-17 08:02:04.475+02,34,29438
8965,2014-04-17 08:02:04.475+02,123,29438
8966,2014-04-17 08:02:04.475+02,158,29438
8967,2014-04-17 08:02:04.475+02,90,29441
8968,2014-04-17 08:02:04.475+02,67,29442
8969,2014-04-17 08:02:04.475+02,123,29442
8970,2014-04-17 08:02:04.475+02,129,29443
8971,2014-04-17 08:02:04.475+02,141,29443
8972,2014-04-17 08:02:04.475+02,60,29444
8973,2014-04-17 08:02:04.475+02,129,29444
8974,2014-04-17 08:02:04.475+02,141,29444
8975,2014-04-17 08:02:04.475+02,123,29447
8976,2014-04-17 08:02:04.475+02,158,29447
8977,2014-04-17 08:02:04.475+02,123,29448
8978,2014-04-17 08:02:04.475+02,158,29448
8979,2014-04-17 08:02:04.475+02,123,29449
8980,2014-04-17 08:02:04.475+02,158,29449
