id;identifier;dataset_identifier;RADIO_C14 Std_To;RADIO_CalAMS_;RADIO_CalibC14_From_yrmax;RADIO_CalibC14_From_yrmin;RADIO_CalibC14_To_yrmax;RADIO_CalibC14_To_yrmin;RADIO_CalibC14_yrmax;RADIO_CalibC14_yrmin;RADIO_TL_From;RADIO_TL_To;RADIO_UnknownCal_From;RADIO_UnknownCal_To;RADIO_UnknownRadio_;RADIO_UnknownRadio_>;RADIO;CAL__BP;CAL_From_BP;CAL_To_BP;CAL_DatingMethod;CAL__BP_2;CAL_From_BP_2;CAL_To_BP_2;CAL_DatingMethod_2;CAL_From_BP_3;CAL_To_BP_3;CAL_DatingMethod_3;CAL__BP_4;CAL_From_BP_4;CAL_To_BP_4;CAL_DatingMethod_4;CALENDAR;PER_Notes;PER_BeginBP;PER_BeginBP_From;PER_BeginBP_To;PER_EndBP;PER_EndBP_From;PER_EndBP_To;PER_Notes_2;PER_BeginBP__2;PER_BeginBP_From_2;PER_BeginBP_To_2;PER_EndBP__2;PER_EndBP_From_2;PER_EndBP_To_2;PER_Notes_3;PER_BeginBP_To_3;PER_EndBP_To_3;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;UniqueFrom;UniqueTo;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDtaes;C14_older_than_30000BP;AgeErrorMinus;AgeErrorOrPlusError;From_Method;From_AgeErrorOrPlusError;From_AgeErrorMinus;To_Method;To_AgeErrorOrPlusError;To_AgeErrorMinus;AgeFrom;AgeTo
1;Hertogenbosch|COUN001580|F77;Hertogenbosch|COUN001580;;;;;;;;;;;;;;;0;;675;650;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;650;675;400;1550;675;650;;;1;;;;;;;;;;;;;675;650
2;Aachen Burtscheid|COUN000001|S2;Aachen Burtscheid|COUN000001;;;;;;;;;;;;;;;0;;1925;1775;ArchCal;;;;;;;;;;;;1;;2005;;;1500;;;;;;;;;;;;;1;;;;;1775;1925;1500;2005;1925;1775;;;1;;;;;;;;;;;;;1925;1775
3;Aachen|COUN000450|S1;Aachen|COUN000450;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
4;Aberdeen|COUN000657|C22;Aberdeen|COUN000657;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
5;Aberdeen|COUN000657|C26;Aberdeen|COUN000657;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;1550;;;400;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
6;Aberdeen|COUN000658|C104;Aberdeen|COUN000658;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
7;Aberdeen|COUN000658|C107;Aberdeen|COUN000658;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
8;Aberdeen|COUN000658|C111;Aberdeen|COUN000658;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
9;Aberdeen|COUN000658|C60;Aberdeen|COUN000658;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
10;Aberdeen|COUN000658|C70;Aberdeen|COUN000658;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
11;Aberdeen|COUN000658|C81;Aberdeen|COUN000658;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
12;Aberdeen|COUN000658|C83;Aberdeen|COUN000658;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
13;Aberdeen|COUN000658|C84;Aberdeen|COUN000658;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
14;Aberdeen|COUN000658|C88;Aberdeen|COUN000658;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
15;Aberdeen|COUN000660|C119;Aberdeen|COUN000660;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
16;Aberdeen|COUN000660|C306;Aberdeen|COUN000660;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
17;Aberdeen|COUN000661|C393;Aberdeen|COUN000661;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
18;Aberdeen|COUN000661|C863;Aberdeen|COUN000661;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
19;Aberford: South Dyke|COUN000306|C1050;Aberford: South Dyke|COUN000306;;;;;;;1807;1554;;;;;;;1;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;1554;1807;;;;;1540;1907;1807;1554;1;;;;;;;;;;;;;;;1807;1554
20;Aberford: South Dyke|COUN000306|C1089;Aberford: South Dyke|COUN000306;;;;;;;2042;1827;;;;;;;1;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;1827;2042;;;;;1540;1907;2042;1827;1;;;;;;;;;;;;;;;2042;1827
21;Abingdon: Stert Street|COUN000482|BugsPresence;Abingdon: Stert Street|COUN000482;;;;;;;;;;;;;;;0;;550;350;ArchCal;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;350;550;400;1550;550;350;;;1;;;;;;;;;;;;;550;350
22;Abior Cave|COUN000762|BugsPresence;Abior Cave|COUN000762;;;;;;;;;;;;;;;0;1815;;;HistCal;;;;;;;;;;;;1;;2449;;;1550;;;;;;;;;;;;;1;;;;;1815;1815;1550;2449;1815;1815;;;1;;;;;;;;;;;;;1815;1815
23;Abydos mummies|COUN000384|S1;Abydos mummies|COUN000384;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;5449;;;4449;;;;;;;;;;;;;1;;;;;;;4449;5449;5449;4449;;;;1;;;;;;;;;;;;5449;4449
24;Agerod V|COUN000004|S1;Agerod V|COUN000004;;;;;;;7837;7441;;;;;;;1;;;;;;;;;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;7441;7837;;;;;7000;10000;7837;7441;1;;;;;;;;;;;;;;;7837;7441
25;Aggtelek Cave|COUN001196|BugsPresence;Aggtelek Cave|COUN001196;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
26;Akrotiri|COUN000006|3C;Akrotiri|COUN000006;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
27;Akrotiri|COUN000006|S5;Akrotiri|COUN000006;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
28;Akrotiri|COUN000006|S6;Akrotiri|COUN000006;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
29;Akrotiri|COUN000006|Sewer;Akrotiri|COUN000006;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
30;Akrotiri|COUN000927|BugsPresence;Akrotiri|COUN000927;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
31;Akrotiri|COUN001334|Drain;Akrotiri|COUN001334;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
32;Akrotiri|COUN001334|Room3c;Akrotiri|COUN001334;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
33;Akrotiri|COUN001334|Room5;Akrotiri|COUN001334;;;;;;;4222;3634;;;;;;;1;3558;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;3634;4222;;;3558;3558;2599;3549;4222;3634;1;;;;1;;;;;;;;;;;4222;3634
34;Akrotiri|COUN001334|Room6;Akrotiri|COUN001334;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
35;Akrotiri|COUN001335|S1;Akrotiri|COUN001335;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
36;Akrotiri|COUN001335|S16;Akrotiri|COUN001335;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
37;Akrotiri|COUN001335|S20/29;Akrotiri|COUN001335;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
38;Akrotiri|COUN001335|S28;Akrotiri|COUN001335;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
39;Akrotiri|COUN001335|S5/10;Akrotiri|COUN001335;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
40;Akrotiri|COUN001335|Trench;Akrotiri|COUN001335;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
41;Akrotiri|COUN001336|S1;Akrotiri|COUN001336;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
42;Akrotiri|COUN001337|S1;Akrotiri|COUN001337;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
43;Akrotiri|COUN001338|S1;Akrotiri|COUN001338;;;;;;;;;;;;;;;0;3549;;;Wiggle;;;;;;;;;;;;1;Late Bronze Age Greece;3549;;;2599;;;;;;;;;;;;;1;;;;;3549;3549;2599;3549;3549;3549;;;1;;;;;;;;;;;;;3549;3549
44;Alcester: Roman Pit|COUN000009|Pit F;Alcester: Roman Pit|COUN000009;;;;;;;;;;;;;;;0;;1750;1650;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1650;1750;1540;1907;1750;1650;;;1;;;;;;;;;;;;;1750;1650
45;Alchester: Defences|COUN000010|L105;Alchester: Defences|COUN000010;;;;;;;;;;;;;;;0;;1650;1550;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1550;1650;1540;1907;1650;1550;;;1;;;;;;;;;;;;;1650;1550
46;Alchester: Defences|COUN000010|L122/6;Alchester: Defences|COUN000010;;;;;;;;;;;;;;;0;;1907;1850;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1850;1907;1540;1907;1907;1850;;;1;;;;;;;;;;;;;1907;1850
47;Alchester: Defences|COUN000010|L138;Alchester: Defences|COUN000010;;;;;;;;;;;;;;;0;;1907;1850;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1850;1907;1540;1907;1907;1850;;;1;;;;;;;;;;;;;1907;1850
48;Alchester: Faccenda Chicken Farm|COUN000596|C206;Alchester: Faccenda Chicken Farm|COUN000596;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
49;Alchester: Faccenda Chicken Farm|COUN000596|C215;Alchester: Faccenda Chicken Farm|COUN000596;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
50;Alphen aan den Rijn|COUN001158|BugsPresence;Alphen aan den Rijn|COUN001158;;;;;;;;;;;;;;;0;;1910;1890;Typo;;;;;;;;;;;;1;;2005;;;1500;;;;;;;;;;;;;1;;;;;1890;1910;1500;2005;1910;1890;;;1;;;;;;;;;;;;;1910;1890
51;Alvastra|COUN000916|BugsPresence;Alvastra|COUN000916;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
52;Alvastra|COUN000916|S224;Alvastra|COUN000916;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
53;Alvastra|COUN000916|S267;Alvastra|COUN000916;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
54;Alvastra|COUN000916|S306;Alvastra|COUN000916;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
55;Ambleside|COUN001170|BugsPresence;Ambleside|COUN001170;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
56;Amiens|COUN000467|BugsPresence;Amiens|COUN000467;;;;;;;;;;;;;;;0;;1800;1750;ArchCal;;;;;;;;;;;;1;;2009;;;1500;;;;;;;;;;;;;1;;;;;1750;1800;1500;2009;1800;1750;;;1;;;;;;;;;;;;;1800;1750
57;Amiens|COUN000467|Charred;Amiens|COUN000467;;;;;;;;;;;;;;;0;;1800;1750;ArchCal;;;;;;;;;;;;1;;2009;;;1500;;;;;;;;;;;;;1;;;;;1750;1800;1500;2009;1800;1750;;;1;;;;;;;;;;;;;1800;1750
58;Amiens|COUN000467|Uncharred;Amiens|COUN000467;;;;;;;;;;;;;;;0;;1800;1750;ArchCal;;;;;;;;;;;;1;;2009;;;1500;;;;;;;;;;;;;1;;;;;1750;1800;1500;2009;1800;1750;;;1;;;;;;;;;;;;;1800;1750
59;Appleford Sidings|COUN001394|C287;Appleford Sidings|COUN001394;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;4449;2549
60;Appleford Sidings|COUN001394|C288;Appleford Sidings|COUN001394;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;4449;2549
61;Appleford Sidings|COUN001394|C4015;Appleford Sidings|COUN001394;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
62;Appleford Sidings|COUN001394|C458;Appleford Sidings|COUN001394;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;4449;2549
63;Appleford Sidings|COUN001394|C528;Appleford Sidings|COUN001394;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;4449;2549
64;Appleford Sidings|COUN001394|C529;Appleford Sidings|COUN001394;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;4449;2549
65;Appleford|COUN000033|F200;Appleford|COUN000033;;;;;;;;;;;;;;;0;;1700;1550;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1550;1700;1540;1907;1700;1550;;;1;;;;;;;;;;;;;1700;1550
66;Appleford|COUN000033|F250L;Appleford|COUN000033;;;;;;;;;;;;;;;0;;1650;1550;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1550;1650;1540;1907;1650;1550;;;1;;;;;;;;;;;;;1650;1550
67;Appleford|COUN000033|F250U;Appleford|COUN000033;;;;;;;;;;;;;;;0;;1650;1550;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1550;1650;1540;1907;1650;1550;;;1;;;;;;;;;;;;;1650;1550
68;Appleford|COUN000033|F32;Appleford|COUN000033;;;;;;;;;;;;;;;0;;1800;1700;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1700;1800;1540;1907;1800;1700;;;1;;;;;;;;;;;;;1800;1700
69;Arras|COUN001521|BugsPresence;Arras|COUN001521;;;;;;;;;;;;;;;0;;1949;1900;Typo;;;;;;;;;;;;1;;2009;;;1500;;;;;;;;;;;;;1;;;;;1900;1949;1500;2009;1949;1900;;;1;;;;;;;;;;;;;1949;1900
70;Assendelver Polder|COUN000034|S119;Assendelver Polder|COUN000034;;;;;;;2743;2380;;;;;;;1;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;2380;2743;;;;;1900;2599;2743;2380;1;;;;;;;;;;;;;;;2743;2380
71;Assendelver Polder|COUN000034|S190;Assendelver Polder|COUN000034;;;;;;;2743;2380;;;;;;;1;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;2380;2743;;;;;1900;2599;2743;2380;1;;;;;;;;;;;;;;;2743;2380
72;Assendelver Polder|COUN000034|S270;Assendelver Polder|COUN000034;;;;;;;2743;2380;;;;;;;1;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;2380;2743;;;;;1900;2599;2743;2380;1;;;;;;;;;;;;;;;2743;2380
73;Assendelver Polder|COUN000034|S291;Assendelver Polder|COUN000034;;;;;;;2743;2380;;;;;;;1;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;2380;2743;;;;;1900;2599;2743;2380;1;;;;;;;;;;;;;;;2743;2380
74;Assendelver Polder|COUN000034|S314;Assendelver Polder|COUN000034;;;;;;;2743;2380;;;;;;;1;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;2380;2743;;;;;1900;2599;2743;2380;1;;;;;;;;;;;;;;;2743;2380
75;Assendelver Polder|COUN000034|S322;Assendelver Polder|COUN000034;;;;;;;2743;2380;;;;;;;1;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;2380;2743;;;;;1900;2599;2743;2380;1;;;;;;;;;;;;;;;2743;2380
76;Assiut|COUN001374|BugsPresence;Assiut|COUN001374;;;;;;;;;;;;;;;0;;2272;1949;Typo;;;;;;;;;;;;1;;2272;;;1999;;;;;;;;;;;;;1;;;;;1949;2272;1999;2272;2272;1949;;;1;;;;;;;;;;;;;2272;1949
77;Aston Mill: Roman|COUN000017|S1;Aston Mill: Roman|COUN000017;;;;;;;;;;;;;;;0;;1800;1750;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1750;1800;1540;1907;1800;1750;;;1;;;;;;;;;;;;;1800;1750
78;Asummiut|COUN000018|S1;Asummiut|COUN000018;;;;;;;4147;3455;;;;;;;1;;;;;;;;;;;;;;;;0;;4449;;;2449;;;;;;;;;;;;;1;3455;4147;;;;;2449;4449;4147;3455;1;;;;;;;;;;;;;;;4147;3455
79;Atlit-Yam|COUN000877|BugsPresence;Atlit-Yam|COUN000877;;;;;;;8580;7936;;;;;;;1;7500;;;Unknown;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;7936;8580;;;7500;7500;3649;6449;8580;7936;1;;;;1;;;;;;;;;;;8580;7936
80;Aysgarth: Castle Dykes|COUN001656|S1;Aysgarth: Castle Dykes|COUN001656;;;;;2701;2357;;;;;;;;;1;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;2357;;;;;;1900;2599;2599;2357;1;;;;;;;;;;;;;;;2599;2357
81;Aysgarth: Castle Dykes|COUN001656|S2;Aysgarth: Castle Dykes|COUN001656;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
82;Aysgarth: Castle Dykes|COUN001656|S3;Aysgarth: Castle Dykes|COUN001656;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
83;Aysgarth: Castle Dykes|COUN001656|S4;Aysgarth: Castle Dykes|COUN001656;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
84;Aysgarth: Castle Dykes|COUN001656|S5;Aysgarth: Castle Dykes|COUN001656;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
85;Aysgarth: Castle Dykes|COUN001656|S6;Aysgarth: Castle Dykes|COUN001656;;;;;;;2697;2352;;;;;;;1;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;2352;2697;;;;;1900;2599;2697;2352;1;;;;;;;;;;;;;;;2697;2352
86;Azzio|COUN001637|BugsPresence;Azzio|COUN001637;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;400;;;0;;;;;;;;;;;;;1;;;;;;;0;400;400;0;;;;1;;;;;;;;;;;;400;0
87;Bagington: The Lunt|COUN000205|S1;Bagington: The Lunt|COUN000205;;;;;;;;;;;;;;;0;;1886;1870;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1870;1886;1540;1907;1886;1870;;;1;;;;;;;;;;;;;1886;1870
88;Bagnolo San Vito (Forcello)|COUN001618|BugsPresence;Bagnolo San Vito (Forcello)|COUN001618;;;;;;;;;;;;;;;0;;2459;2444;Typo;;;;;;;;;;;;1;;2599;;;1900;;;;;;;;;;;;;1;;;;;2444;2459;1900;2599;2459;2444;;;1;;;;;;;;;;;;;2459;2444
89;Baja California|COUN001265|BugsPresence;Baja California|COUN001265;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;Spanish Mission stations;400;;;0;;;;;;;;;;;;;1;;;;;;;0;400;400;0;;;;1;;;;;;;;;;;;400;0
90;Balby Carr: Catesby Business Park|COUN001239|BugsPresence;Balby Carr: Catesby Business Park|COUN001239;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
91;Balby Carr|COUN000831|S1087;Balby Carr|COUN000831;;;;;;;2308;1701;;;;;;;1;;;;;;;;;;;;;;;;0;;;2599;;;1900;;;;;1907;;;1540;;;;1;1701;2308;;;;;1540;2599;2308;1701;1;;;;;;;;;;;;;;;2308;1701
92;Balby Carr|COUN000831|S1088;Balby Carr|COUN000831;;;;;;;2308;1701;;;;;;;1;;;;;;;;;;;;;;;;0;;;2599;;;1900;;;;;1907;;;1540;;;;1;1701;2308;;;;;1540;2599;2308;1701;1;;;;;;;;;;;;;;;2308;1701
93;Balby Carr|COUN000831|S1141;Balby Carr|COUN000831;;;;;;;2308;1701;;;;;;;1;;;;;;;;;;;;;;;;0;;;2599;;;1900;;;;;1907;;;1540;;;;1;1701;2308;;;;;1540;2599;2308;1701;1;;;;;;;;;;;;;;;2308;1701
94;Balby Carr|COUN000831|S1148;Balby Carr|COUN000831;;;;;;;2308;1701;;;;;;;1;;;;;;;;;;;;;;;;0;;;2599;;;1900;;;;;1907;;;1540;;;;1;1701;2308;;;;;1540;2599;2308;1701;1;;;;;;;;;;;;;;;2308;1701
