id;identifier;dataset_identifier;RADIO_C14 Std_To;RADIO_CalAMS_;RADIO_CalibC14_From_yrmax;RADIO_CalibC14_From_yrmin;RADIO_CalibC14_To_yrmax;RADIO_CalibC14_To_yrmin;RADIO_CalibC14_yrmax;RADIO_CalibC14_yrmin;RADIO_TL_From;RADIO_TL_To;RADIO_UnknownCal_From;RADIO_UnknownCal_To;RADIO_UnknownRadio_;RADIO_UnknownRadio_>;RADIO;CAL__BP;CAL_From_BP;CAL_To_BP;CAL_DatingMethod;CAL__BP_2;CAL_From_BP_2;CAL_To_BP_2;CAL_DatingMethod_2;CAL_From_BP_3;CAL_To_BP_3;CAL_DatingMethod_3;CAL__BP_4;CAL_From_BP_4;CAL_To_BP_4;CAL_DatingMethod_4;CALENDAR;PER_Notes;PER_BeginBP;PER_BeginBP_From;PER_BeginBP_To;PER_EndBP;PER_EndBP_From;PER_EndBP_To;PER_Notes_2;PER_BeginBP__2;PER_BeginBP_From_2;PER_BeginBP_To_2;PER_EndBP__2;PER_EndBP_From_2;PER_EndBP_To_2;PER_Notes_3;PER_BeginBP_To_3;PER_EndBP_To_3;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;UniqueFrom;UniqueTo;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDtaes;C14_older_than_30000BP;AgeErrorMinus;AgeErrorOrPlusError;From_Method;From_AgeErrorOrPlusError;From_AgeErrorMinus;To_Method;To_AgeErrorOrPlusError;To_AgeErrorMinus;AgeFrom;AgeTo
2550;Skellig Michael|COUN001250|F596;Skellig Michael|COUN001250;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;50;;;0;;;;;;;;;;;;;1;;;;;;;0;50;50;0;;;;1;;;;;;;;;;;;50;0
2551;Skellig Michael|COUN001250|F615;Skellig Michael|COUN001250;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;50;;;0;;;;;;;;;;;;;1;;;;;;;0;50;50;0;;;;1;;;;;;;;;;;;50;0
2552;Skellig Michael|COUN001250|F634(4)I;Skellig Michael|COUN001250;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;12-14th C?;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2553;Skellig Michael|COUN001250|F634(4)ii;Skellig Michael|COUN001250;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;12-14th C?;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2554;Skellig Michael|COUN001250|F638i;Skellig Michael|COUN001250;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;12-14th C?;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2555;Skellig Michael|COUN001250|F638ii;Skellig Michael|COUN001250;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;12-14th C?;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2556;Skriduklaustur|COUN000950|S115;Skriduklaustur|COUN000950;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
2557;Skriduklaustur|COUN000950|S122;Skriduklaustur|COUN000950;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
2558;Skriduklaustur|COUN000950|S1413;Skriduklaustur|COUN000950;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
2559;Skriduklaustur|COUN000950|S145;Skriduklaustur|COUN000950;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
2560;Skriduklaustur|COUN000950|S987;Skriduklaustur|COUN000950;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
2561;Skriduklaustur|COUN001418|S1139;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2562;Skriduklaustur|COUN001418|S1161;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2563;Skriduklaustur|COUN001418|S1210;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2564;Skriduklaustur|COUN001418|S1212;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2565;Skriduklaustur|COUN001418|S1238;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2566;Skriduklaustur|COUN001418|S1242;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2567;Skriduklaustur|COUN001418|S1248;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2568;Skriduklaustur|COUN001418|S1286;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2569;Skriduklaustur|COUN001418|S1287;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2570;Skriduklaustur|COUN001418|S715;Skriduklaustur|COUN001418;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2571;Sleaford|COUN001076|C1112;Sleaford|COUN001076;;;;;;;;;;;;;;;0;;1900;1651;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1651;1900;1540;1907;1900;1651;;;1;;;;;;;;;;;;;1900;1651
2572;Smeerenburg|COUN000305|S1;Smeerenburg|COUN000305;;;;;;;;;;;;;;;0;;350;250;ArchCal;;;;;;;;;;;;1;;400;;;0;;;;;;;;;;;;;1;;;;;250;350;0;400;350;250;;;1;;;;;;;;;;;;;350;250
2573;Solferino|COUN001560|BugsPresence;Solferino|COUN001560;;;;;;;;;;;;;;;0;;3949;3449;Typo;;;;;;;;;;;;1;;4449;;;2549;;;;;;;;;;;;;1;;;;;3449;3949;2549;4449;3949;3449;;;1;;;;;;;;;;;;;3949;3449
2574;South Shields|COUN000309|S1;South Shields|COUN000309;;;;;;;;;;;;;;;0;;1833;1812;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1812;1833;1540;1907;1833;1812;;;1;;;;;;;;;;;;;1833;1812
2575;Southampton: 95-8 High Street|COUN000728|108_1a;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;950;851;Typo;;;;;;;;;;;;1;;1550;;;400;;;;1540;;;884;;;;;;1;;;;;851;950;400;1550;950;851;;;1;;;;;;;;;;;;;950;851
2576;Southampton: 95-8 High Street|COUN000728|108_2a;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;950;851;Typo;;;;;;;;;;;;1;;1550;;;400;;;;1540;;;884;;;;;;1;;;;;851;950;400;1550;950;851;;;1;;;;;;;;;;;;;950;851
2577;Southampton: 95-8 High Street|COUN000728|4909_1;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2578;Southampton: 95-8 High Street|COUN000728|4909_3;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2579;Southampton: 95-8 High Street|COUN000728|4909_6;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2580;Southampton: 95-8 High Street|COUN000728|4909_7;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2581;Southampton: 95-8 High Street|COUN000728|4909_8;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2582;Southampton: 95-8 High Street|COUN000728|4914_10;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2583;Southampton: 95-8 High Street|COUN000728|4914_11;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2584;Southampton: 95-8 High Street|COUN000728|4914_9;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2585;Southampton: 95-8 High Street|COUN000728|4922_12;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2586;Southampton: 95-8 High Street|COUN000728|4922_13;Southampton: 95-8 High Street|COUN000728;;;;;;;;;;;;;;;0;;550;525;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;525;550;400;1550;550;525;;;1;;;;;;;;;;;;;550;525
2587;Southampton: French Quarter|COUN001057|C3169;Southampton: French Quarter|COUN001057;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;400;;;0;;;;;;;;;;;;;1;;;;;;;0;400;400;0;;;;1;;;;;;;;;;;;400;0
2588;Southampton: French Quarter|COUN001057|C3216;Southampton: French Quarter|COUN001057;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2589;Southampton: French Quarter|COUN001057|C4823;Southampton: French Quarter|COUN001057;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2590;Southampton: French Quarter|COUN001057|C7109;Southampton: French Quarter|COUN001057;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2591;Southampton: French Quarter|COUN001058|7576;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;880;700;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;700;880;400;1550;880;700;;;1;;;;;;;;;;;;;880;700
2592;Southampton: French Quarter|COUN001058|C1107;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;700;600;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;600;700;400;1550;700;600;;;1;;;;;;;;;;;;;700;600
2593;Southampton: French Quarter|COUN001058|C3640;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;230;170;Typo;;;;;;;;;;;;1;;400;;;0;;;;;;;;;;;;;1;;;;;170;230;0;400;230;170;;;1;;;;;;;;;;;;;230;170
2594;Southampton: French Quarter|COUN001058|C442;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;700;600;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;600;700;400;1550;700;600;;;1;;;;;;;;;;;;;700;600
2595;Southampton: French Quarter|COUN001058|C4438;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;880;700;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;700;880;400;1550;880;700;;;1;;;;;;;;;;;;;880;700
2596;Southampton: French Quarter|COUN001058|C4574;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;884;700;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;700;884;400;1550;884;700;;;1;;;;;;;;;;;;;884;700
2597;Southampton: French Quarter|COUN001058|C4817;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;884;700;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;700;884;400;1550;884;700;;;1;;;;;;;;;;;;;884;700
2598;Southampton: French Quarter|COUN001058|C5091;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;884;700;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;700;884;400;1550;884;700;;;1;;;;;;;;;;;;;884;700
2599;Southampton: French Quarter|COUN001058|C5162;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;880;700;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;700;880;400;1550;880;700;;;1;;;;;;;;;;;;;880;700
2600;Southampton: French Quarter|COUN001058|C5163;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;700;600;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;600;700;400;1550;700;600;;;1;;;;;;;;;;;;;700;600
2601;Southampton: French Quarter|COUN001058|C5260;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;600;440;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;440;600;400;1550;600;440;;;1;;;;;;;;;;;;;600;440
2602;Southampton: French Quarter|COUN001058|C7169;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;884;700;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;700;884;400;1550;884;700;;;1;;;;;;;;;;;;;884;700
2603;Southampton: French Quarter|COUN001058|C8029;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;550;450;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;450;550;400;1550;550;450;;;1;;;;;;;;;;;;;550;450
2604;Southampton: French Quarter|COUN001058|C8241;Southampton: French Quarter|COUN001058;;;;;;;;;;;;;;;0;;700;600;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;600;700;400;1550;700;600;;;1;;;;;;;;;;;;;700;600
2605;Southampton: French Quarter|COUN001372|BugsPresence;Southampton: French Quarter|COUN001372;;;;;;;;;;;;;;;0;;884;450;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;450;884;400;1550;884;450;;;1;;;;;;;;;;;;;884;450
2606;Southampton: Granville Street|COUN000694|SAR_XI_F47;Southampton: Granville Street|COUN000694;;;;;;;1239;802;;;;;;;1;;;;;;;;;;;;;;;;0;;1540;;;884;;;;;;;;;;;;;1;802;1239;;;;;884;1540;1239;802;1;;;;;;;;;;;;;;;1239;802
2607;Southampton: Six Dials|COUN000781|BugsPresence;Southampton: Six Dials|COUN000781;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2608;Sprotbrough|COUN001045|C2027;Sprotbrough|COUN001045;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2609;Sprotbrough|COUN001045|C2211;Sprotbrough|COUN001045;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2610;Sprotbrough|COUN001045|C3084;Sprotbrough|COUN001045;;;;;;;;;;;;;;;0;;800;725;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;725;800;400;1550;800;725;;;1;;;;;;;;;;;;;800;725
2611;Sprotbrough|COUN001045|C4000;Sprotbrough|COUN001045;;;;;;;;;;;;;;;0;;250;51;Typo;;;;;;;;;;;;1;;400;;;0;;;;;;;;;;;;;1;;;;;51;250;0;400;250;51;;;1;;;;;;;;;;;;;250;51
2612;St Albans (Verulamium)|COUN000282|S1;St Albans (Verulamium)|COUN000282;;;;;;;;;;;;;;;0;;1907;1875;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1875;1907;1540;1907;1907;1875;;;1;;;;;;;;;;;;;1907;1875
2613;St Andrews: Byre Theatre|COUN000918|C274;St Andrews: Byre Theatre|COUN000918;;;;;;;;;;;;;;;0;;750;551;Typo;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;551;750;400;1550;750;551;;;1;;;;;;;;;;;;;750;551
2614;St Andrews: Byre Theatre|COUN000918|SIII;St Andrews: Byre Theatre|COUN000918;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2615;St Helier: Old Street|COUN000285|OL_I_V_;St Helier: Old Street|COUN000285;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2616;St Patrick's Isle, Peel|COUN000286|S1503;St Patrick's Isle, Peel|COUN000286;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
2617;St Patrick's Isle, Peel|COUN000286|S1522;St Patrick's Isle, Peel|COUN000286;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
2618;St Peter Port Wreck|COUN000457|S1;St Peter Port Wreck|COUN000457;;;;;;;;;;;;;;;0;;1750;1650;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1650;1750;1540;1907;1750;1650;;;1;;;;;;;;;;;;;1750;1650
2619;Staithes|COUN001236|BugsPresence;Staithes|COUN001236;;;;;;;;;;;;;;;0;;3639;3459;Unknown;;;;;;;;;;;;1;;4449;;;2549;;;;;;;;;;;;;1;;;;;3459;3639;2549;4449;3639;3459;;;1;;;;;;;;;;;;;3639;3459
2620;Stamford Bridge|COUN000894|BugsPresence;Stamford Bridge|COUN000894;;;;;;;;;;;;;;;0;;1650;1600;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1600;1650;1540;1907;1650;1600;;;1;;;;;;;;;;;;;1650;1600
2621;Stamford Bridge|COUN001238|C446;Stamford Bridge|COUN001238;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
2622;Stanford Wharf|COUN001433|1248;Stanford Wharf|COUN001433;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
2623;Stanford Wharf|COUN001433|1915;Stanford Wharf|COUN001433;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
2624;Stanford Wharf|COUN001433|4255;Stanford Wharf|COUN001433;;;;;;;;;;;;;;;0;;1750;1650;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1650;1750;1540;1907;1750;1650;;;1;;;;;;;;;;;;;1750;1650
2625;Stanford Wharf|COUN001433|6584;Stanford Wharf|COUN001433;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
2626;Stansted|COUN000972|S2644;Stansted|COUN000972;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;4449;2549
2627;Stanwick, N. Yorks.|COUN000315|L_10;Stanwick, N. Yorks.|COUN000315;;;;;;;;;;;;;;;0;;1900;1875;ArchCal;;;;;;;;;;;;1;;2599;;;1900;;;;;;;;;;;;;1;;;;;1875;1900;1900;2599;1900;1875;;;1;;;;;;;;;;;;;1900;1875
2628;Stanwick, N. Yorks.|COUN000315|L_11;Stanwick, N. Yorks.|COUN000315;;;;;;;;;;;;;;;0;;1900;1875;ArchCal;;;;;;;;;;;;1;;2599;;;1900;;;;;;;;;;;;;1;;;;;1875;1900;1900;2599;1900;1875;;;1;;;;;;;;;;;;;1900;1875
2629;Stanwick, N. Yorks.|COUN000315|L_9;Stanwick, N. Yorks.|COUN000315;;;;;;;;;;;;;;;0;;1900;1875;ArchCal;;;;;;;;;;;;1;;2599;;;1900;;;;;;;;;;;;;1;;;;;1875;1900;1900;2599;1900;1875;;;1;;;;;;;;;;;;;1900;1875
2630;Stanwick: Redlands Farm|COUN000310|C128;Stanwick: Redlands Farm|COUN000310;;;;;;;5710;4871;;;;;;;1;;5599;5319;Wiggle;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;4871;5710;;;5319;5599;3649;6449;5710;4871;1;;;;1;;;;;;;;;;;5710;4871
2631;Stanwick: Redlands Farm|COUN000310|C129;Stanwick: Redlands Farm|COUN000310;;;;;;;5710;4871;;;;;;;1;;5599;5319;Wiggle;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;4871;5710;;;5319;5599;3649;6449;5710;4871;1;;;;1;;;;;;;;;;;5710;4871
2632;Stanwick: Redlands Farm|COUN000310|C130;Stanwick: Redlands Farm|COUN000310;;;;;;;5710;4871;;;;;;;1;;5599;5319;Wiggle;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;4871;5710;;;5319;5599;3649;6449;5710;4871;1;;;;1;;;;;;;;;;;5710;4871
2633;Stanwick: Redlands Farm|COUN000310|C131;Stanwick: Redlands Farm|COUN000310;;;;;;;5710;4871;;;;;;;1;;5599;5319;Wiggle;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;4871;5710;;;5319;5599;3649;6449;5710;4871;1;;;;1;;;;;;;;;;;5710;4871
2634;Stanwick: Redlands Farm|COUN000310|C187;Stanwick: Redlands Farm|COUN000310;;;;;;;5710;4871;;;;;;;1;;5599;5319;Wiggle;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;4871;5710;;;5319;5599;3649;6449;5710;4871;1;;;;1;;;;;;;;;;;5710;4871
2635;Stanwix|COUN001169|BugsPresence;Stanwix|COUN001169;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
2636;Star Carr|COUN001616|BugsPresence;Star Carr|COUN001616;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
2637;Steeple Claydon|COUN000317|S1;Steeple Claydon|COUN000317;;;;;;;;;;;;;;;0;500;;;Dendro;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;500;500;400;1550;500;500;;;1;;;;;;;;;;;;;500;500
2638;Steeple Claydon|COUN000317|S2;Steeple Claydon|COUN000317;;;;;;;;;;;;;;;0;500;;;Dendro;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;;;;;500;500;400;1550;500;500;;;1;;;;;;;;;;;;;500;500
2639;Stileway|COUN000318|S1;Stileway|COUN000318;;;;;;;5305;4879;;;;;;;1;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;4879;5305;;;;;2549;4449;5305;4879;1;;;;;;;;;;;;;;;5305;4879
2640;Stone|COUN000319|S1041;Stone|COUN000319;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2641;Stone|COUN000319|S1059;Stone|COUN000319;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2642;Stone|COUN000319|S1141;Stone|COUN000319;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2643;Stone|COUN000319|S1147;Stone|COUN000319;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
2644;Storaborg|COUN000320|C3_6;Storaborg|COUN000320;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;400;;;0;;;;;;1;;;;;;;0;1082;1082;0;;;;1;;;;;;;;;;;;1082;0
2645;Storaborg|COUN000320|C90N;Storaborg|COUN000320;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;400;;;0;;;;;;1;;;;;;;0;1082;1082;0;;;;1;;;;;;;;;;;;1082;0
2646;Storaborg|COUN000320|F105W;Storaborg|COUN000320;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;400;;;0;;;;;;1;;;;;;;0;1082;1082;0;;;;1;;;;;;;;;;;;1082;0
