id;identifier;dataset_identifier;ZorDepthTop;ZorDepthBot;RADIO_CalibC14_Notes_simpl;RADIO_CalibC14__yrmax;RADIO_CalibC14__yrmin;RADIO_CalibC14_from_yrmax;RADIO_CalibC14_from_yrmin;RADIO_CalibC14_to_yrmax;RADIO_CalibC14_to_yrmin;RADIO_CalibC14_Notes_simpl_2;RADIO_CalibC14_from_yrmax_2;RADIO_CalibC14_from_yrmin_2;RADIO_C14_BeyondCalibration;RADIO_C14_BeyondCalibration_From;RADIO_C14_BeyondCalibration_To;RADIO_Method;RADIO_AAR_;RADIO_ESR_;RADIO_TL_;RADIO_TL_from;RADIO_TL_to;RADIO_U-Series_from;RADIO_U234/U238_;RADIO_UnknownRadio_.x;RADIO_UnknownRadio_from;RADIO_UnknownRadio_to;RADIO_AAR__2;RADIO_ESR__2;RADIO_TL__2;RADIO_TL_from_2;RADIO_TL_to_2;RADIO_UnknownRadio_.y;RADIO_AAR__3;RADIO_TL__3;RADIO_AAR__4;RADIO_AAR__5;RADIO;CAL__BP;CAL_From_BP;CAL_To_BP;CAL_DatingMethod;CAL_From_BP_2;CAL_To_BP_2;CAL_DatingMethod_2;CALENDAR;PER_Notes;PER_BeginBP;PER_BeginBP_From;PER_BeginBP_To;PER_EndBP;PER_EndBP_From;PER_EndBP_To;PER_Notes_2;PER_BeginBP__2;PER_BeginBP_From_2;PER_BeginBP_To_2;PER_EndBP__2;PER_EndBP_From_2;PER_EndBP_To_2;PER_Notes_3;PER_BeginBP__3;PER_EndBP__3;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;UniqueFrom;UniqueTo;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDtaes;C14_older_than_30000BP;AgeErrorOrPlusError;AgeErrorMinus;Chosen_C14_AgeDepthModel;From_Method;From_AgeErrorOrPlusError;From_AgeErrorMinus;To_Method;To_AgeErrorOrPlusError;To_AgeErrorMinus;AgeFrom;AgeTo
85;Abingdon|COUN000448|S9-14cm;Abingdon|COUN000448;9;14;;16783;16031;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;16031;16783;;;;;10000;13500;16783;16031;1;;;;;;;;;;;;;;;;16783;16031
86;Aghnadarragh|COUN000030|U6;Aghdarragh|COUN000030;;;;;;;;;;;;;;;47350;CalibC14;;74000;;;;;;;;;;109000;;;;;;;;;1;;;;;;;;0;#NAMN?;122000;;;29000;;;;;;;;;;;;;1;;;74000;109000;;;29000;122000;109000;74000;;1;;;;;;;;;ESR;;;ESR;;;109000;74000
87;Aghnadarragh|COUN000030|U8;Aghdarragh|COUN000030;;;;49910;44952;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;#NAMN?;122000;;;29000;;;;;;;;;;;;;1;44952;49910;;;;;29000;122000;49910;44952;1;;;;;;1;;;;;;;;;;49910;44952
88;Akia Lake Q5|COUN001068|S442-444;Akia Lake Q5|COUN001068;442;444;;10228;9799;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;10050;;;Wiggle;;;;1;;10000;;;7000;;;;;;;;;;;;;1;9799;10228;;;10050;10050;7000;10000;10228;9799;1;;;;1;;;;;;;;;;;;10228;9799
89;Akia Lake Q5|COUN001068|S446-448;Akia Lake Q5|COUN001068;446;448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
90;Alcester: Alluvial|COUN000008|LE;Alcester: Alluvial|COUN000008;;;Probably the correct date for the deposit.;9499;9033;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;9033;9499;;;;;7000;10000;9499;9033;1;;;;;;;;;;;;;;;;9499;9033
91;Alcester: Alluvial|COUN000008|LF;Alcester: Alluvial|COUN000008;;;;9885;7029;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;7000;;;;;;;;;;;;;1;7029;9885;;;;;7000;10000;9499;9033;1;;;;;;;;;;;;;;;;9499;9033
92;Alcester: Coulter's Garage|COUN000007|S240cm;Alcester: Coulter's Garage|COUN000007;;;;2748;2164;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;2164;2748;;;;;0;5000;2748;2164;1;;;;;;;;;;;;;;;;2748;2164
93;Alcester: Coulter's Garage|COUN000007|S250cm;Alcester: Coulter's Garage|COUN000007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
94;Alderney: Longis Beach|COUN001086|BugsPresence;Alderney: Longis Beach|COUN001086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
95;Allt Odhar|COUN000481|COMP;Allt Odhar|COUN000481;80;95;BEYOND_CALIB;;;;;;;;;;;;47710;CalibC14;;;;;;;106000;;;;;;;;;;;;;;1;;;;;;;;0;Sealed by till;122000;;;29000;;;;;;;;;;;;;1;;;106000;106000;;;29000;122000;106000;106000;;1;;;;;;11000;10000;;U234/U238;11000;10000;U234/U238;11000;10000;117000;96000
96;Allt Odhar|COUN000481|S1;Allt Odhar|COUN000481;90;95;BEYOND_CALIB;;;;;;;;;;;;47710;CalibC14;;;;;;;106000;;;;;;;;;;;;;;1;;;;;;;;0;Sealed by till;122000;;;29000;;;;;;;;;;;;;1;;;106000;106000;;;29000;122000;106000;106000;;1;;;;;;11000;10000;;U234/U238;11000;10000;U234/U238;11000;10000;117000;96000
97;Allt Odhar|COUN000481|S2;Allt Odhar|COUN000481;80;90;BEYOND_CALIB;;;;;;;;;;;;47710;CalibC14;;;;;;;106000;;;;;;;;;;;;;;1;;;;;;;;0;Sealed by till;122000;;;29000;;;;;;;;;;;;;1;;;106000;106000;;;29000;122000;106000;106000;;1;;;;;;11000;10000;;U234/U238;11000;10000;U234/U238;11000;10000;117000;96000
98;Allt Odhar|COUN000481|S3;Allt Odhar|COUN000481;70;80;BEYOND_CALIB;;;;;;;;;;;;47710;CalibC14;;;;;;;106000;;;;;;;;;;;;;;1;;;;;;;;0;Sealed by till;122000;;;29000;;;;;;;;;;;;;1;;;106000;106000;;;29000;122000;106000;106000;;1;;;;;;11000;10000;;U234/U238;11000;10000;U234/U238;11000;10000;117000;96000
99;Allt Odhar|COUN000481|S4;Allt Odhar|COUN000481;60;70;BEYOND_CALIB;;;;;;;;;;;;47710;CalibC14;;;;;;;106000;;;;;;;;;;;;;;1;;;;;;;;0;Sealed by till;122000;;;29000;;;;;;;;;;;;;1;;;106000;106000;;;29000;122000;106000;106000;;1;;;;;;11000;10000;;U234/U238;11000;10000;U234/U238;11000;10000;117000;96000
100;Allt Odhar|COUN000481|S5;Allt Odhar|COUN000481;50;60;BEYOND_CALIB;;;;;;;;;;;;47710;CalibC14;;;;;;;106000;;;;;;;;;;;;;;1;;;;;;;;0;Sealed by till;122000;;;29000;;;;;;;;;;;;;1;;;106000;106000;;;29000;122000;106000;106000;;1;;;;;;11000;10000;;U234/U238;11000;10000;U234/U238;11000;10000;117000;96000
101;Allt Odhar|COUN000481|S6;Allt Odhar|COUN000481;46;50;BEYOND_CALIB;;;;;;;;;;;;47710;CalibC14;;;;;;;106000;;;;;;;;;;;;;;1;;;;;;;;0;Sealed by till;122000;;;29000;;;;;;;;;;;;;1;;;106000;106000;;;29000;122000;106000;106000;;1;;;;;;11000;10000;;U234/U238;11000;10000;U234/U238;11000;10000;117000;96000
102;Alvajarvi: Pihtipudas|COUN000703|BugsPresence;Alvajarvi: Pihtipudas|COUN000703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
103;Ammassalik|COUN001125|BugsPresence;Ammassalik|COUN001125;;;;10479;7588;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;Lake core through most of Holocene;10000;;;0;;;;;;;;;;;;;1;7588;10479;;;;;0;10000;10479;7588;1;;;;;;;;;;;;;;;;10479;7588
104;Andoya Lakes|COUN001067|BugsPresence;Andoya Lakes|COUN001067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;122000;;;10000;;;;;;;;;;;;;1;;;;;;;10000;122000;122000;10000;;;;1;;;;;;;;;;;;;122000;10000
105;Arclid|COUN001644|S1;Arclid|COUN001644;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;96000;;;87000;;;;;;;;;;;;;1;;;;;;;87000;96000;96000;87000;;;;1;;;;;;;;;;;;;96000;87000
106;Arclid|COUN001644|S2;Arclid|COUN001644;30;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;96000;;;87000;;;;;;;;;;;;;1;;;;;;;87000;96000;96000;87000;;;;1;;;;;;;;;;;;;96000;87000
107;Arclid|COUN001644|S3;Arclid|COUN001644;60;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;96000;;;87000;;;;;;;;;;;;;1;;;;;;;87000;96000;96000;87000;;;;1;;;;;;;;;;;;;96000;87000
108;Ardleigh|COUN000755|BugsPresence;Ardleigh|COUN000755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;478000;;;243000;;;;;;;;;;;;;1;;;;;;;243000;478000;478000;243000;;;;1;;;;;;;;;;;;;478000;243000
109;Armthorpe|COUN000013|S1;Armthorpe|COUN000013;;;;13325;12713;;;;;;;;;;;CalibC14;;;;;;;;11100;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;12713;13325;;;;;10000;13500;13325;12713;1;;;;;;;;;;;;;;;;13325;12713
110;Askern|COUN000014|S1;Askern|COUN000014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
111;Aston Mill: Glacial|COUN000016|S1;Aston Mill: Glacial|COUN000016;;;;38231;29536;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;29536;38231;;;;;10000;13500;38231;29536;1;;;;;;1;;;;;;;;;;38231;29536
112;Aston Mill: Late Holocene|COUN000015|S1;Aston Mill: Late Holocene|COUN000015;;;;3898;3392;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;;;;;;;;;;;;;;;;;0;3392;3898;;;;;;;3898;3392;1;;;;;;;;;;;;;;;;3898;3392
113;Aston on Trent|COUN000863|BugsPresence;Aston on Trent|COUN000863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
114;Aston on Trent|COUN000863|S1;Aston on Trent|COUN000863;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
115;Aston on Trent|COUN000863|S10;Aston on Trent|COUN000863;90;100;;;;3560;3386;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;3560;;;;;0;10000;3560;0;1;;;;;;;;;;;;;;;;3560;0
116;Aston on Trent|COUN000863|S11;Aston on Trent|COUN000863;100;110;;;;3560;3386;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;3560;;;;;0;10000;3560;0;1;;;;;;;;;;;;;;;;3560;0
117;Aston on Trent|COUN000863|S12;Aston on Trent|COUN000863;110;120;;;;3560;3386;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;3560;;;;;0;10000;3560;0;1;;;;;;;;;;;;;;;;3560;0
118;Aston on Trent|COUN000863|S13;Aston on Trent|COUN000863;120;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
119;Aston on Trent|COUN000863|S2;Aston on Trent|COUN000863;10;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
120;Aston on Trent|COUN000863|S3;Aston on Trent|COUN000863;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
121;Aston on Trent|COUN000863|S4;Aston on Trent|COUN000863;40;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
122;Aston on Trent|COUN000863|S5;Aston on Trent|COUN000863;50;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
123;Aston on Trent|COUN000863|S6;Aston on Trent|COUN000863;60;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
124;Aston on Trent|COUN000863|S7;Aston on Trent|COUN000863;70;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
125;Aston on Trent|COUN000863|S8;Aston on Trent|COUN000863;70;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
126;Aston on Trent|COUN000863|S9;Aston on Trent|COUN000863;80;90;;;;3560;3386;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;3560;;;;;0;10000;3560;0;1;;;;;;;;;;;;;;;;3560;0
127;Aston on Trent|COUN001504|BugsPresence;Aston on Trent|COUN001504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
128;Aston on Trent|COUN001506|S1;Aston on Trent|COUN001506;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
129;Aston on Trent|COUN001506|S10;Aston on Trent|COUN001506;90;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
130;Aston on Trent|COUN001506|S11;Aston on Trent|COUN001506;100;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
131;Aston on Trent|COUN001506|S12;Aston on Trent|COUN001506;110;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
132;Aston on Trent|COUN001506|S13;Aston on Trent|COUN001506;120;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
133;Aston on Trent|COUN001506|S2;Aston on Trent|COUN001506;10;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
134;Aston on Trent|COUN001506|S3;Aston on Trent|COUN001506;20;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
135;Aston on Trent|COUN001506|S4;Aston on Trent|COUN001506;30;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
136;Aston on Trent|COUN001506|S5;Aston on Trent|COUN001506;40;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
137;Aston on Trent|COUN001506|S6;Aston on Trent|COUN001506;50;60;;9434;9095;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;9095;9434;;;;;7000;10000;9434;9095;1;;;;;;;;;;;;;;;;9434;9095
138;Aston on Trent|COUN001506|S7;Aston on Trent|COUN001506;60;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
139;Aston on Trent|COUN001506|S8;Aston on Trent|COUN001506;70;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
140;Aston on Trent|COUN001506|S9;Aston on Trent|COUN001506;80;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
141;Aston on Trent|COUN001507|BugsPresence;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
142;Aston on Trent|COUN001507|S1;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
143;Aston on Trent|COUN001507|S10;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
144;Aston on Trent|COUN001507|S11;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
145;Aston on Trent|COUN001507|S12;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
146;Aston on Trent|COUN001507|S13;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
147;Aston on Trent|COUN001507|S2;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
148;Aston on Trent|COUN001507|S3;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
149;Aston on Trent|COUN001507|S4;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
150;Aston on Trent|COUN001507|S5;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
151;Aston on Trent|COUN001507|S6;Aston on Trent|COUN001507;;;;9434;9095;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;9095;9434;;;;;7000;10000;9434;9095;1;;;;;;;;;;;;;;;;9434;9095
152;Aston on Trent|COUN001507|S7;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
153;Aston on Trent|COUN001507|S8;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
154;Aston on Trent|COUN001507|S9;Aston on Trent|COUN001507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
155;Austerfield|COUN000019|GA1300;Austerfield|COUN000019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;Coope (2001) suggests a Stage 9 age.;132000;;;109000;;;;;;;;;;;;;1;;;;;;;109000;132000;132000;109000;;;;1;;;;;;;;;;;;;132000;109000
156;Austerfield|COUN000019|GA1301;Austerfield|COUN000019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;Coope (2001) suggests a Stage 9 age.;132000;;;109000;;;;;;;;;;;;;1;;;;;;;109000;132000;132000;109000;;;;1;;;;;;;;;;;;;132000;109000
157;Austerfield|COUN000019|GA1302;Austerfield|COUN000019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;Coope (2001) suggests a Stage 9 age.;132000;;;109000;;;;;;;;;;;;;1;;;;;;;109000;132000;132000;109000;;;;1;;;;;;;;;;;;;132000;109000
158;Aveley|COUN000020|S1;Aveley|COUN000020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;243000;;;191000;;;;;;;;;;;;;1;;;;;;;191000;243000;243000;191000;;;;1;;;;;;;;;;;;;243000;191000
159;Awkley|COUN001248|C118;Awkley|COUN001248;149;;;6476;6299;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;6299;6476;;;;;0;5000;6476;6299;1;;;;;;;;;;;;;;;;6476;6299
160;Awkley|COUN001248|C121;Awkley|COUN001248;249;;;5036;4647;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;4647;5036;;;;;0;5000;5036;4647;1;;;;;;;;;;;;;;;;5036;4647
161;Bad Tatzmannsdorf|COUN000021|BugsPresence;Bad Tatzmannsdorf|COUN000021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;12500;;;11500;;;;;;;;;;;;;1;;;;;;;11500;12500;12500;11500;;;;1;;;;;;;;;;;;;12500;11500
162;Baker site|COUN000022|B;Baker site|COUN000022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
163;Baker site|COUN000022|S12;Baker site|COUN000022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
164;Baker site|COUN000022|S14;Baker site|COUN000022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
165;Baker site|COUN000022|S16;Baker site|COUN000022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
166;Baker site|COUN000022|S18;Baker site|COUN000022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
167;Baker site|COUN000022|S20;Baker site|COUN000022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
168;Baker site|COUN000022|S22;Baker site|COUN000022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
169;Baker site|COUN000022|S24;Baker site|COUN000022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
