SEAD_taxonomic_code	SEAD_taxon_id	SEAD_taxon	SEAD_author_name	Dyntaxa_taxonID
85,019027	33493	Aphodius quadriguttatus	(Hbst.)	100334
93,013095	34385	Holotrichapion aethiops	(Hbst.)	102179
68,013001	33115	Priobium carpini	(Hbst.)	101622
10,0290039	30043	Margarinotus purpurascens	(Hbst.)	103814
91,004006	34179	Hylastes angustatus	(Hbst.)	106538
82,006001	33344	Gonodera luperus	(Hbst.)	105854
12,001006	30076	Nicrophorus vespilloides	Hbst.	104026
1,021012	29008	Trechoblemus micros	(Hbst.)	103344
10,020001	30032	Paromalus flavicornis	(Hbst.)	103805
93,174006	35025	Gymnetron rostellum	(Hbst.)	106411
10,020002	30033	Paromalus parallelepipedus	(Hbst.)	101512
83,025002	33389	Tribolium castaneum	(Hbst.)	105834
62,00801	32958	Scymnus haemorrhoidalis	Hbst.	105631
93,104005	34741	Tychius schneideri	(Hbst.)	106362
85,047006	39942	Protaetia metallica	(Hbst.)	105073
24,024001	31880	Pselaphaulax dresdensis	(Hbst.)	104344
93,0870135	34674	Bagous frit	(Hbst.)	106425
85,019024	33490	Aphodius pusillus	(Hbst.)	105039
1,00401	28904	Carabus problematicus	Hbst.	103308
93,013123	34406	Ischnopterapion virens	(Hbst.)	106225
93,177002	35051	Cleopus pulchellus	(Hbst.)	100662
93,152001	34918	Amalus scortillum	(Hbst.)	106487
85,014019	33459	Onthophagus coenobita	(Hbst.)	101452
93,106017	34777	Anthonomus phyllocola	(Hbst.)	106380
58,004012	32808	Enicmus rugosus	(Hbst.)	105693
1,016032	28987	Dyschirius globosus	(Hbst.)	103332
93,087012	34672	Bagous collignensis	(Hbst.)	100446
93,044006	34577	Andrion regensteinense	(Hbst.)	101791
53,015001	32583	Pediacus depressus	(Hbst.)	101517
93,145006	34913	Rhinoncus bruchoides	(Hbst.)	106482
1,015002	28971	Clivina collaris	(Hbst.)	100666
24,025001	31881	Pselaphus heisei	Hbst.	104345
55,014022	32715	Atomaria mesomela	(Hbst.)	105550
62,005001	32943	Coccidula scutellata	(Hbst.)	105616
12,003003	30084	Thanatophilus dispar	(Hbst.)	104032
1,042004	29208	Stenolophus mixtus	(Hbst.)	103514
58,008001	32847	Cortinicara gibbosa	(Hbst.)	105739
93,087005	34665	Bagous binodulus	(Hbst.)	100444
93,093003	34718	Thryogenes festucae	(Hbst.)	106336
1,004021	28912	Carabus arcensis	Hbst.	103300
93,157001	34923	Coeliodinus rubicundus	(Hbst.)	106490
12,0030031	30085	Thanatophilus lapponicus	(Hbst.)	104029
93,173006	35019	Mecinus pyraster	(Hbst.)	106417
1,063006	29345	Oxypselaphus obscurus	(Hbst.)	103426
55,014018	32711	Atomaria atra	(Hbst.)	105546
91,035006	34264	Ips cembrae	(Heer)	106569
23,080015	30930	Xantholinus longiventris	Heer	104191
50,008026	32450	Meligethes difficilis	(Heer)	105423
23,049005	30666	Platystethus capito	Heer	210118
23,050008	30681	Bledius littoralis	Heer	100491
1,051039	29274	Pterostichus burmeisteri	Heer	103414
50,002001	32412	Heterhelus scutellaris	(Heer)	105372
1,041015	29170	Ophonus melletii	(Heer)	103496
23,068027	30885	Lathrobium impressum	Heer	104237
1,0510191	29258	Pterostichus rhaeticus	Heer	103408
23,099024	31071	Tasgius melanarius	(Heer)	104125
21,002014	30317	Ptenidium nitidum	(Heer)	103842
42,002011	32254	Dryops nitidulus	(Heer)	102231
37,001004	32183	Trixagus elateroides	(Heer)	232363
23,079003	30917	Gyrohypnus atratus	(Heer)	104187
23,237015	31777	Aleochara sparsa	Heer	104610
21,013001	30363	Pteryx suturalis	(Heer)	103863
12,001009	30078	Nicrophorus vestigator	Hersch.	101397
1,030005	29129	Asaphidion curtum	(Heyden)	103348
88,006203	33759	Oulema gallaeciana	(Heyden)	105997
23,068018	30880	Lathrobium pallidipenne	Hoch.	209739
86,004001	33602	Ceruchus chrysomelinus	(Hoch.)	100575
10,029006	30046	Margarinotus carbonarius	(Hoff.)	103815
10,007004	29998	Acritus nigricornis	(Hoff.)	103791
68,023001	33134	Caenocara bovistae	(Hoff.)	105334
1,074001	29434	Lebia chlorocephala	(Hoff.)	103533
10,032008	30053	Margarinotus merdarius	(Hoff.)	103809
23,086001	30958	Remus sericeus	Holme	101701
88,002004	33717	Donacia dentata	Hoppe	105973
88,002015	33726	Donacia marginata	Hoppe	105980
1,004013	28906	Carabus menetriesi	Humm.	208375
68,022004	33128	Dorcatoma substriata	Hummel	100858
12,007005	30095	Silpha tristis	Ill.	104036
1,05102	29260	Pterostichus anthracinus	(Ill.)	103409
23,008008	30429	Megarthrus hemipterus	(Ill.)	209931
88,066006	39988	Chaetocnema tibialis	(Ill.)	212871
1,055001	29298	Synuchus vivalis	(Ill.)	103423
45,0010053	32309	Dermestes laniarius	Ill.	102225
23,025001	30516	Anthobium melanocephalum	(Ill.)	104413
9,003019	29896	Cercyon tristis	(Ill.)	103773
18,009027	30279	Euconnus hirticollis	(Ill.)	104019
5,002008	29733	Gyrinus urinator	Ill.	232288
50,013001	32514	Soronia punctatissima	(Ill.)	105441
88,049009	33927	Phyllotreta flexuosa	(Ill.)	106089
1,079013	29462	Calodromius spilotus	(Ill.)	103546
88,072024	34089	Psylliodes chalcomera	(Ill.)	101660
1,004015	28908	Carabus cancellatus	Ill.	103303
7,005008	29826	Helophorus grandis	Ill.	103709
1,051027	29268	Pterostichus melanarius	(Ill.)	103406
38,020006	32199	Agrilus angustulus	(Ill.)	105214
88,056001	34019	Ochrosis ventralis	(Ill.)	232438
9,003017	29894	Cercyon pygmaeus	(Ill.)	103771
68,020001	33124	Stagetus borealis	Israelson	101816
23,080007	30926	Xantholinus laevigatus	Jacob.	104196
68,016008	33120	Xyletinus longitarsis	Jans.	101991
23,0500151	30691	Bledius lativentris	Jans.	104516
91,00101	34167	Scolytus ratzeburgii	Jans.	106554
88,039002	33892	Galerucella grisescens	(Joan.)	212738
7,001002	29745	Hydraena britteni	Joy	103830
58,004015	32811	Enicmus histrio	Joy & Tomlin	105697
14,011001	30134	Catops subfuscus	Kell.	103981
14,011003	30136	Catops coracinus	Kell.	103985
23,046024	30610	Carpelimus halophilus	(Kies.)	104469
44,002002	32292	Heterocerus fossor	Kies.	102270
23,032005	30548	Lesteva monticola	Kies.	104431
44,002007	32298	Heterocerus fusculus	Kies.	105090
23,046009	30603	Carpelimus obesus	(Kies.)	104461
38,025005	32214	Trachys scrobiculata	Kies.	211273
27,009015	31954	Malthodes guttifer	Kies.	105138
23,122002	31265	Gymnusa variegata	Kies.	104999
23,187002	31470	Liogluta granigera	(Kies.)	104745
93,01305	34353	Squamapion atomarium	(Kirby)	106198
93,013048	34352	Squamapion vicinum	(Kirby)	102183
93,01313	34413	Protapion filirostre	(Kirby)	100350
93,013099	34387	Cyanapion spencii	(Kirby)	106230
93,013064	34360	Ceratapion carduorum	(Kirby)	102181
93,01304	34346	Kalcapion pallipes	(Kirby)	106199
93,013087	34380	Pirapion immune	(Kirby)	213046
93,013007	34321	Perapion violaceum	(Kirby)	106209
93,013059	34358	Ceratapion onopordi	(Kirby)	106192
93,01307	34366	Omphalapion hookerorum	(Kirby)	106191
93,013076	34371	Catapion pubescens	(Kirby)	100364
93,013079	34372	Stenopterapion meliloti	(Kirby)	106223
93,013129	34412	Protapion nigritarse	(Kirby)	106203
93,013072	34368	Synapion ebeninum	(Kirby)	106226
93,013116	34401	Oxystoma subulatum	(Kirby)	106232
93,013003	34316	Apion haematodes	Kirby	106215
93,013085	34377	Stenopterapion tenue	(Kirby)	106222
93,013112	34397	Betulapion simile	(Kirby)	106221
93,013114	34399	Eutrichapion ervi	(Kirby)	106236
23,002001	30417	Siagonium quadricorne	Kirby & Spence	6009959
88,072025	34090	Psylliodes dulcamarae	(Koch)	106158
88,072015	34086	Psylliodes cuprea	(Koch)	101661
88,072006	34081	Psylliodes attenuata	(Koch)	101658
88,062002	34038	Epitrix pubescens	(Koch)	106139
88,065001	34043	Mantura chrysanthemi	(Koch)	106140
88,051047	39986	Longitarsus echii	(Koch)	232433
23,090001	31026	Gabrius osseticus	(Kol.)	104047
23,062008	30844	Medon ripicola	(Kr.)	101273
23,062009	30845	Medon apicalis	(Kr.)	104217
15,001001	30154	Colon latum	Kr.	103948
23,188114	31538	Atheta trinotata	(Kr.)	104806
80,005006	33312	Orchesia undulata	Kr.	105892
14,002001	30112	Nemadus colonoides	(Kr.)	101380
23,104042	31118	Quedius nigriceps	Kr.	104164
23,160101	31411	Boreophilia islandica	(Kr.)	104821
23,01501	30483	Omalium laticolle	Kr.	104392
23,117005	31222	Tachinus proximus	Kr.	104592
23,223027	31732	Oxypoda islandica	Kr.	104650
23,188025	31491	Atheta deformis	(Kr.)	104770
23,050005	30678	Bledius spectabilis	Kr.	100490
53,004001	32569	Nausibius clavicornis	(Kug.)	105473
45,001002	32306	Dermestes frischii	Kug.	105242
62,008008	32956	Scymnus nigrinus	Kug.	105620
62,008021	32969	Nephus bipunctatus	(Kug.)	105638
83,023003	33378	Corticeus fraxini	(Kug.)	102217
7,001003	29746	Hydraena riparia	Kug.	103831
10,009001	30003	Gnathoncus rotundatus	(Kug.)	103797
55,014004	32700	Atomaria nigripennis	(Kug.)	100426
91,008001	34190	Dendroctonus micans	(Kug.)	106547
85,019014	33484	Aphodius depressus	(Kug.)	105038
16,007004	30208	Anisotoma glabra	(Kug.)	103934
88,003005	33744	Plateumaris rustica	(Kunze)	105990
88,002013	33724	Donacia antiqua	Kunze	212587
4,005001	29526	Hydrovatus cuspidatus	(Kunze)	208806
79,003004	33262	Mordella leucaspis	Küster	212315
9,00301	29887	Cercyon bifenestratus	Küster	103766
88,066016	34061	Chaetocnema subcoerulea	(Kuts.)	100604
88,051056	33995	Longitarsus absynthii	Kuts.	101229
88,051026	33978	Longitarsus gracilis	Kuts.	101233
88,049005	33925	Phyllotreta undulata	Kuts.	106086
9,008002	29917	Hydrobius arcticus	Kuw.	103752
9,018004	29977	Berosus fulvus	Kuwert	103728
93,169001	35008	Nedyus quadrimaculatus	(L.)	106527
50,010001	32501	Omosita depressa	(L.)	105436
62,037001	33026	Psyllobora vigintiduopunctata	(L.)	105657
93,026002	34502	Trachyphloeus scabriculus	(L.)	106266
80,016001	33330	Melandrya caraboides	(L.)	101282
87,008001	33609	Arhopalus rusticus	(L.)	105896
71,001001	33184	Pytho depressus	(L.)	105798
62,029001	33019	Myrrha octodecimguttata	(L.)	105652
88,051038	33988	Longitarsus holsaticus	(L.)	102292
50,005001	32416	Brachypterolus pulicarius	(L.)	105376
1,07801	29451	Cymindis vaporariorum	(L.)	103560
1,074002	29435	Lebia cyanocephala	(L.)	101183
93,04401	34580	Sitona lineatus	(L.)	106307
1,058001	29312	Sphodrus leucophthalmus	(L.)	101810
34,029009	32106	Selatosomus cruciatus	(L.)	105176
85,019086	33534	Aphodius granarius	(L.)	102709
1,041045	29187	Harpalus latus	(L.)	103506
1,076001	29442	Demetrias atricapillus	(L.)	103536
1,074003	29436	Lebia cruxminor	(L.)	103534
68,009001	33099	Stegobium paniceum	(L.)	105322
89,003004	34116	Bruchus atomarius	(L.)	105957
68,014001	33116	Ptilinus pectinicornis	(L.)	105327
88,004001	33748	Orsodacne cerasi	(L.)	106000
50,011003	32509	Nitidula rufipes	(L.)	101398
85,012001	33438	Copris lunaris	(L.)	100708
85,0130011	33439	Caccobius schreberi	(L.)	100520
4,029003	29706	Graphoderus cinereus	(L.)	103686
45,00801	32348	Anthrenus museorum	(L.)	105269
62,035001	33024	Halyzia sedecimguttata	(L.)	105656
34,022003	32088	Ctenicera pectinicornis	(L.)	105167
93,145004	34912	Rhinoncus pericarpius	(L.)	106481
62,013001	32979	Exochomus quadripustulatus	(L.)	105644
50,009033	32495	Epuraea aestiva	(L.)	105406
87,015001	33622	Stenocorus meridianus	(L.)	102342
90,010001	34151	Platystomos albinus	(L.)	106171
93,111006	34797	Pissodes pini	(L.)	106453
86,001001	33599	Lucanus cervus	(L.)	101246
91,010002	34194	Polygraphus poligraphus	(L.)	106550
12,005001	30089	Aclypea opaca	(L.)	104034
69,008005	33151	Ptinus fur	(L.)	105305
12,009001	30098	Phosphuga atrata	(L.)	104037
93,125016	34847	Hypera arator	(L.)	106327
23,054001	30718	Oxyporus rufus	(L.)	104313
23,035004	30562	Anthophagus caraboides	(L.)	104438
50,010003	32503	Omosita colon	(L.)	105438
87,054001	33677	Pyrrhidium sanguineum	(L.)	101690
1,007001	28934	Nebria livida	(L.)	103287
40,001001	32218	Elodes minuta	(L.)	105008
85,050002	33591	Gnorimus variabilis	(L.)	101003
1,029004	29027	Bembidion velox	(L.)	103349
87,055006	33679	Poecilium alni	(L.)	102226
85,014015	33453	Onthophagus vacca	(L.)	6001899
88,039005	33895	Galerucella calmariensis	(L.)	106066
83,014001	33370	Bolitophagus reticulatus	(L.)	105820
87,079001	33695	Acanthocinus aedilis	(L.)	105944
88,035004	33866	Gonioctena viminalis	(L.)	106049
7,005009	29828	Helophorus aquaticus	(L.)	208980
1,001005	28887	Cicindela hybrida	L.	103314
75,001003	33217	Notoxus monoceros	(L.)	105807
27,002005	31904	Cantharis fusca	L.	105102
1,079012	29461	Dromius quadrimaculatus	(L.)	103545
62,026001	33014	Coccinula quatuordecimpustulata	(L.)	105646
87,029014	33656	Strangalia attenuata	(L.)	101859
93,115002	34821	Hylobius abietis	(L.)	106448
39,001001	32217	Dascillus cervinus	(L.)	105024
23,093001	31044	Emus hirtus	(L.)	100893
88,049004	33923	Phyllotreta nemorum	(L.)	106085
27,002027	31918	Cantharis rufa	L.	105111
93,125005	34843	Hypera rumicis	(L.)	106325
88,037002	33885	Timarcha goettingensis	(L.)	232424
93,171001	35011	Orobitis cyaneus	(L.)	106528
83,013001	33369	Crypticus quisquilius	(L.)	105828
93,131002	34867	Sitophilus oryzae	(L.)	106530
27,002017	31913	Cantharis lateralis	L.	105117
88,029003	33840	Phaedon armoraciae	(L.)	106033
29,007002	31978	Anthocomus fasciatus	(L.)	105368
62,025001	33004	Coccinella hieroglyphica	L.	105669
50,001001	32408	Kateretes pedicularius	(L.)	105369
62,023003	33001	Adalia bipunctata	(L.)	211960
1,072001	29431	Odacantha melanura	(L.)	103532
4,030001	29709	Acilius sulcatus	(L.)	103689
9,0080011	29915	Hydrobius fuscipes	(L.)	103751
93,113001	34814	Trachodes hispidus	(L.)	106458
12,002001	30081	Necrodes littoralis	(L.)	104028
87,004001	33606	Prionus coriarius	(L.)	101629
88,052007	34005	Altica oleracea	(L.)	106120
34,019001	32085	Agrypnus murinus	(L.)	105145
93,112009	34805	Magdalis carbonaria	(L.)	106441
88,035013	33874	Gonioctena pallida	(L.)	106056
4,020002	29621	Laccophilus minutus	(L.)	103682
34,025001	32093	Prosternon tessellatum	(L.)	105171
1,080004	29474	Syntomus truncatellus	(L.)	103553
91,035004	34263	Ips typographus	(L.)	106570
87,058003	33681	Clytus arietis	(L.)	105934
87,069001	33685	Lamia textor	(L.)	105937
85,001002	33416	Trox sabulosus	(L.)	102356
88,034001	33855	Plagiosterna aenea	(L.)	106047
87,082003	33698	Saperda populnea	(L.)	105949
62,034001	33023	Anatis ocellata	(L.)	105658
1,050007	29245	Poecilus cupreus	(L.)	103400
88,065005	34045	Mantura rustica	(L.)	106142
76,007001	33243	Meloe proscarabaeus	L.	101303
93,015011	34433	Otiorhynchus ligustici	(L.)	106260
7,005027	29854	Helophorus granularis	(L.)	103713
30,005001	31995	Dasytes niger	(L.)	105351
62,025002	33005	Coccinella trifasciata	L.	105666
62,025003	33007	Coccinella septempunctata	L.	105667
93,027011	34525	Polydrusus cervinus	(L.)	106281
88,028001	33836	Gastrophysa polygoni	(L.)	106030
85,001004	33417	Trox scaber	(L.)	102357
88,023044	33824	Chrysolina marginata	(L.)	106028
12,001008	30077	Nicrophorus vespillo	(L.)	104027
56,003002	32772	Stilbus atomarius	(L.)	105602
1,004012	28905	Carabus granulatus	L.	103301
12,007004	30094	Silpha obscura	L.	101781
88,00201	33722	Donacia aquatica	(L.)	105977
1,004016	28909	Carabus auratus	L.	103304
85,019012	33482	Aphodius rufipes	(L.)	105037
88,031002	33848	Prasocuris marginella	(L.)	106036
93,105012	34763	Sibinia viscariae	(L.)	106367
9,018002	29975	Berosus luridus	(L.)	103729
87,010001	33613	Tetropium castaneum	(L.)	105898
23,059008	30816	Paederus riparius	(L.)	104205
87,011004	33618	Rhagium inquisitor	(L.)	105902
34,030001	32107	Calambus bipustulatus	(L.)	100523
1,001002	28886	Cicindela sylvatica	L.	103313
88,003002	33738	Plateumaris sericea	(L.)	105988
1,002001	28893	Calosoma inquisitor	(L.)	100532
34,034003	32119	Limonius minutus	(L.)	105162
23,092002	31042	Ontholestes murinus	(L.)	104110
75,004019	33228	Omonadus floralis	(L.)	105813
93,015159	34467	Otiorhynchus ovatus	(L.)	106258
27,002026	31917	Cantharis livida	L.	105107
1,015001	28970	Clivina fossor	(L.)	103322
88,006205	33760	Oulema melanopus	(L.)	105998
88,039001	33890	Galerucella nymphaeae	(L.)	106062
45,001004	32308	Dermestes murinus	L.	105243
87,078001	33694	Leiopus nebulosus	(L.)	105943
45,001017	32315	Dermestes lardarius	L.	105252
87,082004	33699	Saperda scalaris	(L.)	105950
93,180025	35073	Tachyerges salicis	(L.)	106401
93,131001	34866	Sitophilus granarius	(L.)	106529
89,003008	34119	Bruchus pisorum	(L.)	105962
45,006001	32340	Megatoma undata	(L.)	105264
50,013002	32515	Soronia grisea	(L.)	105442
55,008034	32673	Cryptophagus scanicus	(L.)	105516
23,119001	31249	Cilea silphoides	(L.)	104602
48,0060012	32401	Peltis grossa	(L.)	101520
83,033003	33406	Tenebrio molitor	L.	105847
10,032001	30049	Hister quadrimaculatus	L.	209131
88,023029	33818	Chrysolina sanguinolenta	(L.)	100641
86,005001	33603	Sinodendron cylindricum	(L.)	105076
59,004001	32874	Mycetophagus quadripustulatus	(L.)	101357
9,003013	29890	Cercyon unipunctatus	(L.)	103768
59,005001	32883	Typhaea stercorea	(L.)	105784
12,003001	30082	Thanatophilus rugosus	(L.)	104030
83,003002	33354	Blaps mortisaga	(L.)	100485
1,030004	29128	Asaphidion flavipes	(L.)	103347
23,048007	30631	Oxytelus piceus	(L.)	104480
70,004001	33169	Nacerdes melanura	(L.)	105789
85,019005	33478	Aphodius haemorrhoidalis	(L.)	105035
88,032002	33853	Prasocuris phellandrii	(L.)	106039
23,068015	30878	Lathrobium elongatum	(L.)	104232
1,004001	28899	Carabus coriaceus	L.	103311
91,0320019	34244	Pityogenes chalcographus	(L.)	106558
68,001002	33078	Ptinomorphus imperialis	(L.)	105311
93,015104	34458	Otiorhynchus singularis	(L.)	106251
71,007003	33200	Salpingus ruficollis	(L.)	105804
9,002003	29871	Sphaeridium scarabaeoides	(L.)	103785
75,004017	33227	Anthicus antherinus	(L.)	105812
23,098001	31051	Staphylinus erythropterus	L.	104114
5,002007	29731	Gyrinus natator	(L.)	103701
22,003001	30401	Scaphisoma agaricinum	(L.)	104443
40,002001	32225	Microcara testacea	(L.)	105011
76,003001	33242	Lytta vesicatoria	(L.)	101257
33,001001	32033	Elateroides dermestoides	(L.)	105335
23,088025	30980	Philonthus politus	(L.)	104065
48,001001	32395	Nemozoma elongatum	(L.)	105338
9,017001	29972	Hydrophilus piceus	(L.)	101094
31,007001	32014	Thanasimus formicarius	(L.)	105341
93,021019	34493	Phyllobius argentatus	(L.)	106276
34,008001	32060	Sericus brunneus	(L.)	105187
1,017001	28990	Broscus cephalotes	(L.)	103333
88,043001	33914	Phyllobrotica quadrimaculata	(L.)	106080
88,046001	33920	Agelastica alni	(L.)	106079
61,013001	32938	Endomychus coccineus	(L.)	105611
87,063001	33684	Anaglyptus mysticus	(L.)	100276
34,0101001	32071	Ectinus aterrimus	(L.)	105193
55,011003	32691	Antherophagus pallens	(L.)	105526
1,046004	29233	Acupalpus meridianus	(L.)	103526
93,174012	35028	Gymnetron beccabungae	(L.)	106412
29,006007	31970	Malachius bipustulatus	(L.)	105364
10,032003	30050	Hister unicolor	L.	103817
4,0270032	29694	Colymbetes striatus	(L.)	103679
91,006002	34187	Tomicus piniperda	(L.)	106546
10,033001	30062	Atholus bimaculatus	(L.)	103820
93,104001	34739	Tychius quinquepunctatus	(L.)	106361
58,0040051	32798	Latridius minutus	(L.)	105689
87,032002	33659	Cerambyx cerdo	L.	100571
16,011015	30223	Agathidium seminulum	(L.)	103944
4,022001	29626	Platambus maculatus	(L.)	103633
93,009001	34306	Byctiscus betulae	(L.)	106185
4,023009	29632	Agabus bipustulatus	(L.)	103638
9,011009	29934	Laccobius minutus	(L.)	103735
62,012001	32976	Chilocorus bipustulatus	(L.)	105642
34,033004	32115	Denticollis linearis	(L.)	105159
87,014001	33621	Oxymirus cursor	(L.)	105903
93,009002	34307	Byctiscus populi	(L.)	106186
1,011001	28956	Blethisa multipunctata	(L.)	103317
68,012012	33111	Hadrobregmus pertinax	(L.)	105326
27,002014	31912	Cantharis obscura	L.	105104
85,041001	33580	Oryctes nasicornis	(L.)	105071
88,076011	34102	Cassida vibex	L.	100559
53,006001	32571	Oryzaephilus surinamensis	(L.)	105475
31,006002	39764	Opilo mollis	(L.)	101463
87,075002	33690	Pogonocherus hispidus	(L.)	105939
85,019029	33494	Aphodius quadrimaculatus	(L.)	210901
93,180013	35063	Orchestes fagi	(L.)	106395
62,017001	32986	Aphidecta obliterata	(L.)	105659
34,029005	32104	Selatosomus aeneus	(L.)	105178
62,025006	33010	Coccinella undecimpunctata	L.	105665
93,138001	34889	Limnobaris t-album	(L.)	106465
27,005005	31932	Rhagonycha testacea	(L.)	105120
40,006001	32240	Scirtes hemisphaericus	(L.)	105022
12,004001	30088	Oiceoptoma thoracicum	(L.)	104033
93,092004	34712	Notaris acridula	(L.)	106333
34,007001	32059	Elater ferrugineus	L.	100890
9,003008	29885	Cercyon melanocephalus	(L.)	103762
62,003001	32942	Subcoccinella vigintiquatuorpunctata	(L.)	105614
34,010011	32066	Agriotes obscurus	(L.)	105192
34,009001	32061	Dalopius marginatus	(L.)	105194
83,030001	33403	Uloma culinaris	(L.)	101950
85,019004	33476	Aphodius fossor	(L.)	105034
1,062025	29336	Agonum piceum	(L.)	103431
93,175009	35040	Miarus campanulae	(L.)	106419
37,001002	32181	Trixagus dermestoides	(L.)	105203
85,050001	33590	Gnorimus nobilis	(L.)	101002
62,022001	32999	Tytthaspis sedecimpunctata	(L.)	105649
1,012003	28965	Elaphrus riparius	(L.)	103321
23,117013	31229	Tachinus rufipes	(L.)	104589
38,025001	32211	Trachys minuta	(L.)	105222
72,002001	33206	Schizotus pectinicornis	(L.)	105800
1,004018	28911	Carabus nitens	L.	103309
1,029014	29039	Bembidion bipunctatum	(L.)	103354
1,005001	28921	Cychrus caraboides	(L.)	103312
93,012001	34313	Apoderus coryli	(L.)	106190
50,006004	32426	Carpophilus hemipterus	(L.)	105381
85,019002	33472	Aphodius subterraneus	(L.)	100336
93,10601	34772	Anthonomus pedicularius	(L.)	106375
88,036001	33877	Phratora vulgatissima	(L.)	106057
88,047001	33921	Sermylassa halensis	(L.)	106078
4,008009	29555	Hydroporus palustris	(L.)	103619
88,036005	33880	Phratora vitellinae	(L.)	106060
87,055001	33678	Phymatodes testaceus	(L.)	105932
88,017027	33785	Cryptocephalus hypochoeridis	(L.)	106005
91,038001	34274	Trypodendron domesticum	(L.)	106580
88,039007	33897	Galerucella tenella	(L.)	106068
88,017041	33790	Cryptocephalus pini	(L.)	106012
86,002001	33600	Dorcus parallelipipedus	(L.)	100859
85,048001	33588	Valgus hemipterus	(L.)	210972
34,001008	32040	Ampedus balteatus	(L.)	105183
34,001007	32039	Ampedus tristis	(L.)	105185
34,046002	32147	Negastrius pulchellus	(L.)	105147
79,016009	33287	Anaspis frontalis	(L.)	105861
34,018101	32083	Danosoma fasciatum	(L.)	100799
93,051001	34605	Lixus paraplecticus	(L.)	102290
88,023026	33816	Chrysolina haemoptera	(L.)	106024
50,022001	32530	Pityophagus ferrugineus	(L.)	105451
85,045001	33584	Cetonia aurata	(L.)	102207
4,011002	29585	Graptodytes granularis	(L.)	103621
70,007002	33172	Ischnomera caerulea	(L.)	101141
36,001001	32164	Melasis buprestoides	(L.)	102299
9,003014	29891	Cercyon quisquilius	(L.)	103769
34,049004	32155	Cardiophorus ruficollis	(L.)	105196
93,038001	34554	Brachyderes incanus	(L.)	106295
1,001007	28889	Cicindela campestris	L.	103315
93,112002	34801	Magdalis ruficornis	(L.)	106445
40,003011	32234	Cyphon padi	(L.)	105020
85,014008	33447	Onthophagus ovatus	(L.)	101457
87,02901	33654	Stenurella melanura	(L.)	105920
83,003001	33353	Blaps gigas	(L.)	212220
88,017052	33793	Cryptocephalus bilineatus	(L.)	100736
1,062004	29320	Agonum sexpunctatum	(L.)	103437
85,034001	33574	Polyphylla fullo	(L.)	101620
85,006007	33428	Trypocopris vernalis	(L.)	102246
1,004007	28902	Carabus violaceus	L.	103310
93,021008	34489	Phyllobius oblongus	(L.)	106272
93,021021	34494	Phyllobius pyri	(L.)	106273
88,064001	34040	Podagrica fuscicornis	(L.)	212864
31,014002	32023	Necrobia violacea	(L.)	105347
93,013118	34402	Oxystoma craccae	(L.)	106233
88,02301	33811	Chrysolina polita	(L.)	106022
88,019001	33805	Bromius obscurus	(L.)	106019
47,011002	32378	Byrrhus pilula	(L.)	105234
34,026003	32095	Anostirus castaneus	(L.)	105172
88,059001	34028	Derocrepis rufipes	(L.)	106133
88,060001	34029	Hippuriphila modeeri	(L.)	106134
83,008002	33365	Opatrum sabulosum	(L.)	105826
23,055001	30720	Stenus biguttatus	(L.)	104245
4,027001	29692	Colymbetes fuscus	(L.)	103677
60,006001	32896	Orthocerus clavicornis	(L.)	105776
85,019001	33471	Aphodius erraticus	(L.)	105033
23,113001	31188	Sepedophilus littoreus	(L.)	104562
23,114008	31206	Tachyporus chrysomelinus	(L.)	104578
85,025001	33562	Serica brunnea	(L.)	105064
85,014014	33452	Onthophagus nuchicornis	(L.)	101456
1,002002	28894	Calosoma sycophanta	(L.)	102205
86,003002	33601	Platycerus caraboides	(L.)	105075
88,023006	33810	Chrysolina graminis	(L.)	100637
34,010009	32065	Agriotes lineatus	(L.)	105191
85,006004	33425	Geotrupes stercorarius	(L.)	105028
10,030001	39682	Pactolinus major	(L.)	209138
23,117001	31220	Tachinus lignorum	(L.)	104597
62,018001	32987	Hippodamia tredecimpunctata	(L.)	105660
88,041001	33903	Galeruca tanaceti	(L.)	106074
1,056006	29305	Calathus melanocephalus	(L.)	103418
1,02909	29106	Bembidion quadrimaculatum	(L.)	103388
87,087001	33708	Tetrops praeustus	(L.)	105954
88,023012	33814	Chrysolina cerealis	(L.)	212674
38,012002	32188	Buprestis rustica	L.	105207
1,004028	28915	Carabus hortensis	L.	103306
4,023015	29638	Agabus uliginosus	(L.)	103636
23,114002	31201	Tachyporus obtusus	(L.)	104572
4,031004	29715	Dytiscus marginalis	L.	103693
23,117006	31223	Tachinus subterraneus	(L.)	104595
88,072007	34082	Psylliodes chrysocephala	(L.)	106155
88,042001	33908	Lochmaea caprea	(L.)	106070
4,001001	29517	Hyphydrus ovatus	(L.)	103580
81,001001	33336	Lagria hirta	(L.)	105859
85,033002	33572	Melolontha melolontha	(L.)	105068
23,091001	31040	Creophilus maxillosus	(L.)	104126
85,022001	33558	Rhyssemus germanus	(L.)	105063
85,01906	33515	Aphodius fimetarius	(L.)	6009114
45,008007	32346	Anthrenus verbasci	(L.)	105268
87,045001	33672	Aromia moschata	(L.)	102185
62,032001	33021	Propylea quatuordecimpunctata	(L.)	105653
53,012001	32581	Uleiota planatus	(L.)	101949
62,023002	33000	Adalia decempunctata	(L.)	105675
93,180003	35056	Orchestes alni	(L.)	213345
